Localização,Inventário,Denominação do Imobilizado,Vida,Valor Aquisição,Valor Contábil,Item Consumível Similar,Percentagem de Similaridade (%),Data Incorporação,Justificativa de Reprova
1.06 VILA LEOPOLDINA,656726,CARBURADOR TLDZ WEBER ALCOOL,12,"R$ 720,51","R$ 0,00",CARBURADOR MOTOCICLETA,32.0%,2000-05-31 00:00:00,MANTER: Baixa similaridade (32.0%) com consumível 'CARBURADOR MOTOCICLETA...'. Provavelmente corretamente classificado.
1.06 VILA LEOPOLDINA,656727,CARBURADOR TLDF WEBER GASOLINA,12,"R$ 733,96","R$ 0,00",KIT GICLEUR CARBURADOR 2E 1.6 GASOLINA,41.9%,2000-05-31 00:00:00,AVALIAR: Similaridade moderada (41.9%) com consumível 'KIT GICLEUR CARBURADOR 2E 1.6 GASOLINA...'. Possível reclassificação.
1.06 VILA LEOPOLDINA,656728,CARBURADOR DMTV WEBER ALCOOL,12,"R$ 598,18","R$ 0,00",CARBURADOR MOTOCICLETA,32.0%,2000-05-31 00:00:00,MANTER: Baixa similaridade (32.0%) com consumível 'CARBURADOR MOTOCICLETA...'. Provavelmente corretamente classificado.
1.06 VILA LEOPOLDINA,656729,CARBURADOR DMTF WEBER GASOLINA,12,"R$ 596,95","R$ 0,00",KIT GICLEUR CARBURADOR 2E 1.6 GASOLINA,41.9%,2000-05-31 00:00:00,AVALIAR: Similaridade moderada (41.9%) com consumível 'KIT GICLEUR CARBURADOR 2E 1.6 GASOLINA...'. Possível reclassificação.
1.06 VILA LEOPOLDINA,656730,CARBURADOR H30PIC BROSOL/SOLEX,12,"R$ 207,96","R$ 0,00",KIT REPARO CARBURADOR SOLEX H40,35.7%,2000-05-31 00:00:00,MANTER: Baixa similaridade (35.7%) com consumível 'KIT REPARO CARBURADOR SOLEX H40...'. Provavelmente corretamente classificado.
1.06 VILA LEOPOLDINA,656731,CARBURADOR H30PIC BROSOL/SOLEX,12,"R$ 207,96","R$ 0,00",KIT REPARO CARBURADOR SOLEX H40,35.7%,2000-05-31 00:00:00,MANTER: Baixa similaridade (35.7%) com consumível 'KIT REPARO CARBURADOR SOLEX H40...'. Provavelmente corretamente classificado.
1.06 VILA LEOPOLDINA,656732,CARBURADOR H30PIC/S BRSOSOL/SOLEX,12,"R$ 207,96","R$ 0,00",KIT REPARO CARBURADOR SOLEX H40,35.0%,2000-05-31 00:00:00,MANTER: Baixa similaridade (35.0%) com consumível 'KIT REPARO CARBURADOR SOLEX H40...'. Provavelmente corretamente classificado.
1.06 VILA LEOPOLDINA,656733,CARBURADOR H30PIC/S BRSOSOL/SOLEX,12,"R$ 207,96","R$ 0,00",KIT REPARO CARBURADOR SOLEX H40,35.0%,2000-05-31 00:00:00,MANTER: Baixa similaridade (35.0%) com consumível 'KIT REPARO CARBURADOR SOLEX H40...'. Provavelmente corretamente classificado.
1.06 VILA LEOPOLDINA,614595,MOTOR 376 010 44 03 M.B.,12,"R$ 3768,01","R$ 0,00",DISJUNTOR MOTOR 40-3-V 010,48.5%,1995-07-31 00:00:00,AVALIAR: Similaridade moderada (48.5%) com consumível 'DISJUNTOR MOTOR 40-3-V 010...'. Possível reclassificação.
1.06 VILA LEOPOLDINA,758623,MOTOR OM611LA D611981-199,12,"R$ 1672,00","R$ 0,00",MOTOR NEMA 17,29.8%,2006-09-30 00:00:00,MANTER: Similaridade muito baixa (29.8%). Mantém como patrimônio.
1.06 VILA LEOPOLDINA,758624,MOTOR OM906LA VIVO,12,"R$ 61450,00","R$ 0,00",MOTOR DE 9 VOLTS,35.1%,2006-09-30 00:00:00,MANTER: Baixa similaridade (35.1%) com consumível 'MOTOR DE 9 VOLTS...'. Provavelmente corretamente classificado.
1.06 VILA LEOPOLDINA,928832,PICK UP S10 CABINE DUPLA G.M.,7,"R$ 7500,00","R$ 0,00",MOCKUP DE CABINE DE AERONAVE,27.7%,2010-02-28 00:00:00,MANTER: Similaridade muito baixa (27.7%). Mantém como patrimônio.
1.06 VILA LEOPOLDINA,1243299,SCRAP DE ECOSPORT TITANIUM VERSION - PRETO,10,"R$ 8306,20","R$ 1522,80",BIELETA DA ECOSPORT TITANIUM 2.0 2021,37.9%,2021-11-18 00:00:00,MANTER: Baixa similaridade (37.9%) com consumível 'BIELETA DA ECOSPORT TITANIUM 2.0 2021...'. Provavelmente corretamente classificado.
1.06 VILA LEOPOLDINA,656725,CARBURADOR 30/34 DMTB WEBER ALCOOL,12,"R$ 598,18","R$ 0,00",CARBURADOR P/MOTOR ESTACIONÁRIO,30.1%,2000-05-31 00:00:00,MANTER: Baixa similaridade (30.1%) com consumível 'CARBURADOR P/MOTOR ESTACIONÁRIO...'. Provavelmente corretamente classificado.
1.06 VILA LEOPOLDINA,656688,CALIBRADOR DE PNEUS PORTATIL ASFIL GCL,12,"R$ 962,72","R$ 0,00",CALIBRADOR DE PRESSÃO DE PNEUS,40.1%,2000-05-31 00:00:00,AVALIAR: Similaridade moderada (40.1%) com consumível 'CALIBRADOR DE PRESSÃO DE PNEUS...'. Possível reclassificação.
1.06 VILA LEOPOLDINA,656689,CALIBRADOR DE PNEUS PORTATIL ASFIL GCL,12,"R$ 962,72","R$ 0,00",CALIBRADOR DE PRESSÃO DE PNEUS,40.1%,2000-05-31 00:00:00,AVALIAR: Similaridade moderada (40.1%) com consumível 'CALIBRADOR DE PRESSÃO DE PNEUS...'. Possível reclassificação.
1.06 VILA LEOPOLDINA,1235553,VEÍCULO XC90 T6 MOMENTUM - VOLVO,10,"R$ 83611,78","R$ 0,00",TAPETE P/VEÍCULO VOLVO - FH 420 4X2T,32.2%,2020-09-17 00:00:00,MANTER: Baixa similaridade (32.2%) com consumível 'TAPETE P/VEÍCULO VOLVO - FH 420 4X2T...'. Provavelmente corretamente classificado.
1.06 VILA LEOPOLDINA,631160,MOTOR 1.6 MPFI CORSA SEDAN GM,12,"R$ 1546,67","R$ 0,00",VARETA DE ÓLEO CORSA SEDAN 1.6 MPFI 97,49.3%,1997-03-31 00:00:00,AVALIAR: Similaridade moderada (49.3%) com consumível 'VARETA DE ÓLEO CORSA SEDAN 1.6 MPFI 97...'. Possível reclassificação.
1.06 VILA LEOPOLDINA,955898,VEÍCULO LÍNEA DUAL 1.9 PRATA FIAT,7,"R$ 54437,84","R$ 0,00",TAPETE EMBORRAC. VEÍCULO FIAT LINEA 4UN,38.9%,2010-08-31 00:00:00,MANTER: Baixa similaridade (38.9%) com consumível 'TAPETE EMBORRAC. VEÍCULO FIAT LINEA 4UN...'. Provavelmente corretamente classificado.
1.07 BRÁS,980470,"EMPILHADEIRA 2,5 TON ELETRÔNICA/TOYOTA",20,"R$ 70855,00","R$ 0,00",MICRORUTOR P/EMPILHADEIRA TOYOTA,44.3%,2011-02-10 00:00:00,AVALIAR: Similaridade moderada (44.3%) com consumível 'MICRORUTOR P/EMPILHADEIRA TOYOTA...'. Possível reclassificação.
1.11 TATUAPÉ,918723,VEÍCULO FURGÃO FIAT DOBLO FLEX EMM-2665,10,"R$ 49500,00","R$ 0,00",FILTRO DE AR FIAT DOBLO 1.4,33.9%,2010-01-07 00:00:00,MANTER: Baixa similaridade (33.9%) com consumível 'FILTRO DE AR FIAT DOBLO 1.4...'. Provavelmente corretamente classificado.
1.11 TATUAPÉ,1088987,"EMPILHADEIRA 2,5 TONELADAS / GOODSENSE",20,"R$ 63960,00","R$ 0,00",COOLANT EMPILHADEIRA,30.4%,2014-01-20 00:00:00,MANTER: Baixa similaridade (30.4%) com consumível 'COOLANT EMPILHADEIRA...'. Provavelmente corretamente classificado.
1.12 SANTO AMARO,1362054,VEÍCULO INJEÇÃO DIRETA AUTOMÁTICO,7,"R$ 110000,00","R$ 100833,33",PUNÇÃO AUTOMÁTICO 5P,32.1%,2025-07-11 00:00:00,MANTER: Baixa similaridade (32.1%) com consumível 'PUNÇÃO AUTOMÁTICO 5P...'. Provavelmente corretamente classificado.
1.12 SANTO AMARO,1362153,VEÍCULO INJEÇÃO DIRETA AUTOMÁTICO,7,"R$ 110000,00","R$ 100833,33",PUNÇÃO AUTOMÁTICO 5P,32.1%,2025-07-11 00:00:00,MANTER: Baixa similaridade (32.1%) com consumível 'PUNÇÃO AUTOMÁTICO 5P...'. Provavelmente corretamente classificado.
1.12 SANTO AMARO,1148718,MOTOCICLETA XTZ 125K - AZUL / YAMAHA,7,"R$ 6214,00","R$ 0,00",TINTA EPÓXI 2.5L AZUL,25.8%,2015-12-30 00:00:00,MANTER: Similaridade muito baixa (25.8%). Mantém como patrimônio.
1.12 SANTO AMARO,1188949,MOTOCICLETA HONDA 125CC TITAN / HONDA,7,"R$ 3800,00","R$ 0,00",MOTOCICLETA DE PLÁSTICO (BRINQUEDO),27.5%,2017-08-31 00:00:00,MANTER: Similaridade muito baixa (27.5%). Mantém como patrimônio.
1.12 SANTO AMARO,1236475,"NOVO UNO 1.40 ""CARCAÇA DE VEÍCULO""",10,"R$ 1500,00","R$ 0,00",BIELETA NOVO UNO WAY 2010,31.6%,2020-12-09 00:00:00,MANTER: Baixa similaridade (31.6%) com consumível 'BIELETA NOVO UNO WAY 2010...'. Provavelmente corretamente classificado.
1.12 SANTO AMARO,1236476,"LINEA 1.4 ""CARCAÇA DE VEÍCULO""",10,"R$ 1500,00","R$ 0,00",FILTRO AR - VEÍCULO LINEA,49.1%,2020-12-09 00:00:00,AVALIAR: Similaridade moderada (49.1%) com consumível 'FILTRO AR - VEÍCULO LINEA...'. Possível reclassificação.
1.12 SANTO AMARO,1236477,"FREEMONT ""CARCAÇA DE VEÍCULO""",10,"R$ 1500,00","R$ 0,00",ANTENA PARA VEÍCULO,35.8%,2020-12-09 00:00:00,MANTER: Baixa similaridade (35.8%) com consumível 'ANTENA PARA VEÍCULO...'. Provavelmente corretamente classificado.
1.12 SANTO AMARO,1236480,"IDEA ELX 1.4 ""CARCAÇA DE VEÍCULO""",10,"R$ 1500,00","R$ 0,00",CABO VELA - VEÍCULO IDEA,38.1%,2020-12-09 00:00:00,MANTER: Baixa similaridade (38.1%) com consumível 'CABO VELA - VEÍCULO IDEA...'. Provavelmente corretamente classificado.
1.12 SANTO AMARO,1259652,SCRAP DE SPACEFOX TREND - PRATA,10,"R$ 4000,00","R$ 1266,67",ACETATO DE PRATA,28.7%,2022-07-27 00:00:00,MANTER: Similaridade muito baixa (28.7%). Mantém como patrimônio.
1.12 SANTO AMARO,1266609,SCRAP DE MOTOCICLETA FACTOR 150 ED BRANCA - YAMAHA,10,"R$ 6422,00","R$ 2461,77",BORRACHA DE SILICONE BRANCA 4-150 RTV,27.6%,2022-11-23 00:00:00,MANTER: Similaridade muito baixa (27.6%). Mantém como patrimônio.
1.12 SANTO AMARO,1266625,SCRAP DE MOTOCICLETA LANDER XTZ PRETA - YAMAHA,10,"R$ 1185,84","R$ 454,57",ESCAPAMENTO DA MOTOCICLETA,25.4%,2022-11-23 00:00:00,MANTER: Similaridade muito baixa (25.4%). Mantém como patrimônio.
1.12 SANTO AMARO,1266626,SCRAP DE MOTOCICLETA NMAX 150 CINZA - YAMAHA,10,"R$ 4899,92","R$ 1878,31",ESCAPAMENTO DA MOTOCICLETA,25.9%,2022-11-23 00:00:00,MANTER: Similaridade muito baixa (25.9%). Mantém como patrimônio.
1.12 SANTO AMARO,1280818,SCRAP DE MOTOCICLETA NMAX 150 BRANCA - YAMAHA,10,"R$ 12649,00","R$ 7167,77",BORRACHA DE SILICONE BRANCA 4-150 RTV,28.3%,2023-10-27 00:00:00,MANTER: Similaridade muito baixa (28.3%). Mantém como patrimônio.
1.12 SANTO AMARO,1094588,"EMPILHADEIRA 2,5 TONELADAS / GOODSENSE",20,"R$ 63960,00","R$ 0,00",COOLANT EMPILHADEIRA,30.4%,2014-04-10 00:00:00,MANTER: Baixa similaridade (30.4%) com consumível 'COOLANT EMPILHADEIRA...'. Provavelmente corretamente classificado.
1.12 SANTO AMARO,857576,"EMPILHADEIRA 2,5 T FRONTAL / HELI",20,"R$ 51500,00","R$ 0,00",CABO DE ACELERADOR EMPILHADEIRA HELI,43.2%,2008-09-25 00:00:00,AVALIAR: Similaridade moderada (43.2%) com consumível 'CABO DE ACELERADOR EMPILHADEIRA HELI...'. Possível reclassificação.
1.12 SANTO AMARO,1279070,VEÍCULO SEDÃ AUTOMÁTICO CORPORATIVO - GDE-5D94,7,"R$ 119700,00","R$ 63840,00",TECLADO CORPORATIVO (SEDE),26.4%,2023-08-23 00:00:00,MANTER: Similaridade muito baixa (26.4%). Mantém como patrimônio.
1.13 IPIRANGA,181318,CARRO P TRANSPORTE T PLATAFORMA,30,"R$ 182,18","R$ 0,00","ACOPLAMENTO 1.1/4"" PLATAFORMA",34.8%,1968-08-31 00:00:00,"MANTER: Baixa similaridade (34.8%) com consumível 'ACOPLAMENTO 1.1/4"" PLATAFORMA...'. Provavelmente corretamente classificado."
1.13 IPIRANGA,614938,MOTOBOMBA W 98 422 589 00 71 M.B.,12,"R$ 2782,00","R$ 0,00",MOTOBOMBA CENTRÍFUGA VAZÃO 150M³/H,26.4%,1995-07-31 00:00:00,MANTER: Similaridade muito baixa (26.4%). Mantém como patrimônio.
1.13 IPIRANGA,614788,TUBO LACON EM CORTE S3B. M.B.,12,"R$ 157,87","R$ 0,00",ALICATE DE CORTE PARA TUBO CAPILAR,35.1%,1995-07-31 00:00:00,MANTER: Baixa similaridade (35.1%) com consumível 'ALICATE DE CORTE PARA TUBO CAPILAR...'. Provavelmente corretamente classificado.
1.13 IPIRANGA,200085,BOMBA INJETORA 3662090,12,"R$ 182,18","R$ 0,00",PISTÃO BOMBA INJETORA,54.5%,1969-11-30 00:00:00,AVALIAR: Similaridade moderada (54.5%) com consumível 'PISTÃO BOMBA INJETORA...'. Possível reclassificação.
1.13 IPIRANGA,1236482,"PALIO ELX 1.0 ""CARCAÇA DE VEÍCULO""",10,"R$ 1500,00","R$ 0,00",COMPONENTE CARCAÇA DE 10 PINO,28.4%,2020-12-09 00:00:00,MANTER: Similaridade muito baixa (28.4%). Mantém como patrimônio.
1.13 IPIRANGA,977983,"EMPILHADEIRA 2,5 TON ELETRÔNICA/TOYOTA",20,"R$ 70855,00","R$ 0,00",MICRORUTOR P/EMPILHADEIRA TOYOTA,44.3%,2011-02-08 00:00:00,AVALIAR: Similaridade moderada (44.3%) com consumível 'MICRORUTOR P/EMPILHADEIRA TOYOTA...'. Possível reclassificação.
1.13 IPIRANGA,977984,"EMPILHADEIRA 2,5 TON ELETRÔNICA/TOYOTA",20,"R$ 70855,00","R$ 0,00",MICRORUTOR P/EMPILHADEIRA TOYOTA,44.3%,2011-02-08 00:00:00,AVALIAR: Similaridade moderada (44.3%) com consumível 'MICRORUTOR P/EMPILHADEIRA TOYOTA...'. Possível reclassificação.
1.13 IPIRANGA,1207194,MOTOCICLETA CG 150 FAN ESDI 2010/2011/ HONDA,7,"R$ 3909,00","R$ 0,00",JUNTA DO MOTOR CG 150 MIX ES 2010,29.8%,2018-05-24 00:00:00,MANTER: Similaridade muito baixa (29.8%). Mantém como patrimônio.
1.13 IPIRANGA,863667,MC YAMAHA TTR 125,7,"R$ 1806,69","R$ 0,00",VELA IGNIÇÃO TTR 125 ESD 2009,33.0%,2008-10-31 00:00:00,MANTER: Baixa similaridade (33.0%) com consumível 'VELA IGNIÇÃO TTR 125 ESD 2009...'. Provavelmente corretamente classificado.
1.13 IPIRANGA,863668,MC YAMAHA YS250,7,"R$ 3103,45","R$ 0,00",PORCA DO PINHÃO YAMAHA,30.5%,2008-10-31 00:00:00,MANTER: Baixa similaridade (30.5%) com consumível 'PORCA DO PINHÃO YAMAHA...'. Provavelmente corretamente classificado.
1.13 IPIRANGA,918499,MOTO MC XTZ 125K  YAMAHA  PRETO,7,"R$ 3261,91","R$ 0,00",KIT SUSP.TRAS.MOTO SCOOTER YAMAHA,29.1%,2009-12-31 00:00:00,MANTER: Similaridade muito baixa (29.1%). Mantém como patrimônio.
1.13 IPIRANGA,918500,MOTOR XTZ 125CC  YAMAHA NE386E-000018,12,"R$ 112,05","R$ 0,00",SELO ÓLEO P/MOTOR YAMAHA,29.5%,2009-12-31 00:00:00,MANTER: Similaridade muito baixa (29.5%). Mantém como patrimônio.
1.13 IPIRANGA,918501,MOTO MC YAMAHA YBR 125E AZUL,7,"R$ 2440,15","R$ 0,00",KIT ADESI.DO JET SKI YAMAHA VXR 1.8 AZUL,30.8%,2009-12-31 00:00:00,MANTER: Baixa similaridade (30.8%) com consumível 'KIT ADESI.DO JET SKI YAMAHA VXR 1.8 AZUL...'. Provavelmente corretamente classificado.
1.13 IPIRANGA,1224895,SPIN LTZ 1.8 FLEX - 2012/2013 - PRATA/ GM,7,"R$ 29865,31","R$ 0,00",POWER FILM V3 PRATA,21.8%,2019-08-19 00:00:00,MANTER: Similaridade muito baixa (21.8%). Mantém como patrimônio.
1.13 IPIRANGA,472558,MOTOR SANTANA,12,"R$ 182,18","R$ 0,00",MOTOR VANE,44.2%,1986-12-31 00:00:00,AVALIAR: Similaridade moderada (44.2%) com consumível 'MOTOR VANE...'. Possível reclassificação.
1.13 IPIRANGA,1236483,"DUCATO CARGO 2.3 DIESEL ""CARCAÇA DE VEÍCULO""",12,"R$ 1500,00","R$ 0,00",FILTRO DIESEL COMPLETO DUCATO,31.8%,2020-12-09 00:00:00,MANTER: Baixa similaridade (31.8%) com consumível 'FILTRO DIESEL COMPLETO DUCATO...'. Provavelmente corretamente classificado.
1.13 IPIRANGA,259026,VERIFICADOR DE BIELAS UNIVERSAL,12,"R$ 182,18","R$ 0,00",TERMINAL DE BATERIA UNIVERSAL,35.0%,1973-02-28 00:00:00,MANTER: Baixa similaridade (35.0%) com consumível 'TERMINAL DE BATERIA UNIVERSAL...'. Provavelmente corretamente classificado.
1.13 IPIRANGA,614791,CAIXA DIRECAO 308 460 00 01 M.B.,12,"R$ 242,54","R$ 0,00",CAIXA DE DIRECAO DA KOMBI,46.2%,1995-07-31 00:00:00,AVALIAR: Similaridade moderada (46.2%) com consumível 'CAIXA DE DIRECAO DA KOMBI...'. Possível reclassificação.
1.13 IPIRANGA,614792,DIRECAO HIDR. 682 460 03 01 M.B.,12,"R$ 11,88","R$ 0,00",DIREÇÃO HIDRÁULICA,29.0%,1995-07-31 00:00:00,MANTER: Similaridade muito baixa (29.0%). Mantém como patrimônio.
1.13 IPIRANGA,614848,DIRECAO HIDR. ZF 345 460 81 01 M.B.,12,"R$ 0,38","R$ 0,00",DIREÇÃO HIDRÁULICA,28.1%,1995-07-31 00:00:00,MANTER: Similaridade muito baixa (28.1%). Mantém como patrimônio.
1.13 IPIRANGA,1134995,MOTOR SCANIA DIESEL DC9 5 CILINDROS,12,"R$ 34660,20","R$ 0,00",PEÇAS P/O MOTOR VW 3 CILINDROS UP,38.3%,2015-01-31 00:00:00,MANTER: Baixa similaridade (38.3%) com consumível 'PEÇAS P/O MOTOR VW 3 CILINDROS UP...'. Provavelmente corretamente classificado.
1.13 IPIRANGA,1209772,CAMINHÃO R400 LA 6X2 2011/2012 BRANCO / SCANIA,12,"R$ 14489,67","R$ 0,00",RETROVISOR ELÉTRIC.LE P/DUCATO 2011/2012,23.3%,2018-09-18 00:00:00,MANTER: Similaridade muito baixa (23.3%). Mantém como patrimônio.
1.13 IPIRANGA,614784,EIXO TRASEIRO 664 350 01 00 M.B.,12,"R$ 5025,58","R$ 0,00",CALÇO DO EIXO TRASEIRO 1.2MM,40.6%,1995-07-31 00:00:00,AVALIAR: Similaridade moderada (40.6%) com consumível 'CALÇO DO EIXO TRASEIRO 1.2MM...'. Possível reclassificação.
1.13 IPIRANGA,614937,MOTOR 345 010 15 03 M.B.,12,"R$ 12183,22","R$ 0,00",DISJUNTOR MOTOR 40-3-V 010,48.5%,1995-07-31 00:00:00,AVALIAR: Similaridade moderada (48.5%) com consumível 'DISJUNTOR MOTOR 40-3-V 010...'. Possível reclassificação.
1.13 IPIRANGA,679573,EIXO TRASEIRO MONTADO EM CAVALETE FERRO,12,"R$ 2276,00","R$ 0,00",CONJUNTO MONTADO EIXO,37.3%,2002-04-30 00:00:00,MANTER: Baixa similaridade (37.3%) com consumível 'CONJUNTO MONTADO EIXO...'. Provavelmente corretamente classificado.
1.13 IPIRANGA,750926,MOTOR DIESEL 6 CIL  D 457918 EURO 3,12,"R$ 3526,53","R$ 0,00",PEÇAS P/MOTOR DIESEL FTP-IVECO EURO V,44.0%,2006-07-31 00:00:00,AVALIAR: Similaridade moderada (44.0%) com consumível 'PEÇAS P/MOTOR DIESEL FTP-IVECO EURO V...'. Possível reclassificação.
1.13 IPIRANGA,750927,CAIXA DE MUDANCAS G-32 5/505-078,12,"R$ 368,92","R$ 0,00",CAIXA DE MUDANÇAS 5 MARCHAS,48.3%,2006-07-31 00:00:00,AVALIAR: Similaridade moderada (48.3%) com consumível 'CAIXA DE MUDANÇAS 5 MARCHAS...'. Possível reclassificação.
1.13 IPIRANGA,758275,MOTOR DIESEL 6 CILINDROS 400HP SCANIA,12,"R$ 6352,49","R$ 0,00",PEÇAS P/O MOTOR VW 3 CILINDROS UP,39.6%,2006-08-31 00:00:00,MANTER: Baixa similaridade (39.6%) com consumível 'PEÇAS P/O MOTOR VW 3 CILINDROS UP...'. Provavelmente corretamente classificado.
1.13 IPIRANGA,758612,CAIXA DE MUDANCA PTU,12,"R$ 416,57","R$ 0,00",CAIXA DE MUDANÇA (CÓD INATIVO),50.5%,2006-09-30 00:00:00,AVALIAR: Similaridade moderada (50.5%) com consumível 'CAIXA DE MUDANÇA (CÓD INATIVO)...'. Possível reclassificação.
1.13 IPIRANGA,758622,CAIXA DE MUDANCAS G221-9 CANAVIEIRO,12,"R$ 1720,00","R$ 0,00",CAIXA DE MUDANÇAS 5 MARCHAS,48.3%,2006-09-30 00:00:00,AVALIAR: Similaridade moderada (48.3%) com consumível 'CAIXA DE MUDANÇAS 5 MARCHAS...'. Possível reclassificação.
1.13 IPIRANGA,863661,CJ. MOTOR COMPLETO -DIESEL- 0M 457 - MB,12,"R$ 1582,00","R$ 0,00",CABEÇOTE COMPLETO MOTOR AP 1.8,43.0%,2008-10-31 00:00:00,AVALIAR: Similaridade moderada (43.0%) com consumível 'CABEÇOTE COMPLETO MOTOR AP 1.8...'. Possível reclassificação.
1.13 IPIRANGA,863662,MOTOR DIESEL OM 904 LA - D904938/199 - MB,12,"R$ 2100,00","R$ 0,00",TUBO FLEXÍVEL MOTOR MB OM 904 LA,33.9%,2008-10-31 00:00:00,MANTER: Baixa similaridade (33.9%) com consumível 'TUBO FLEXÍVEL MOTOR MB OM 904 LA...'. Provavelmente corretamente classificado.
1.13 IPIRANGA,863663,CAIXA DE MUDANÇA G 2 10 16 6932602600,12,"R$ 960,00","R$ 0,00",CAIXA DE MUDANÇA (CÓD INATIVO),44.6%,2008-10-31 00:00:00,AVALIAR: Similaridade moderada (44.6%) com consumível 'CAIXA DE MUDANÇA (CÓD INATIVO)...'. Possível reclassificação.
1.13 IPIRANGA,1236481,"PALIO FLP 1.4 ""CARCAÇA DE VEÍCULO""",10,"R$ 1500,00","R$ 0,00",COMPONENTE CARCAÇA DE 10 PINO,27.4%,2020-12-09 00:00:00,MANTER: Similaridade muito baixa (27.4%). Mantém como patrimônio.
1.13 IPIRANGA,730475,AUTOMOVEL PASSAGEIRO E CLASS,7,"R$ 62137,57","R$ 0,00",PEDALEIRA DO PASSAGEIRO DA MOTOCICLETA,30.4%,2004-11-30 00:00:00,MANTER: Baixa similaridade (30.4%) com consumível 'PEDALEIRA DO PASSAGEIRO DA MOTOCICLETA...'. Provavelmente corretamente classificado.
1.13 IPIRANGA,760436,VEICULO MERCEDES 280S ANO 1983 RT0686,7,"R$ 18000,00","R$ 0,00",VEÍCULO SERIGRÁFICO P/DECORADORA ROTATIV,21.8%,2006-10-31 00:00:00,MANTER: Similaridade muito baixa (21.8%). Mantém como patrimônio.
