Localização,Inventário,Denominação do Imobilizado,Vida,Valor Aquisição,Valor Contábil,Item Consumível Similar,Percentagem de Similaridade (%),Data Incorporação,Justificativa de Reprova
1.01 BRÁS,1281625,CALIBRADOR DE ALTURA DIGITAL 600MM,25,"R$ 5798,72","R$ 4590,66",CALIBRADOR DE BOLA DIGITAL,52.0%,2023-11-09 00:00:00,AVALIAR: Similaridade moderada (52.0%) com consumível 'CALIBRADOR DE BOLA DIGITAL...'. Possível reclassificação.
1.01 BRÁS,1211478,PENETRÔMETRO DE AGULHA ASTM D-5 - PETRODIDATICA,10,"R$ 3290,32","R$ 932,27",PENETRÔMETRO DE BOLSO P/ SOLOS,28.7%,2018-10-05 00:00:00,MANTER: Similaridade muito baixa (28.7%). Mantém como patrimônio.
1.01 BRÁS,1219767,MEDIDOR DE PH PORTÁTIL/ METROHM,10,"R$ 5641,00","R$ 1880,33",ASPIRADOR DE PÓ PORTÁTIL,37.5%,2019-04-08 00:00:00,MANTER: Baixa similaridade (37.5%) com consumível 'ASPIRADOR DE PÓ PORTÁTIL...'. Provavelmente corretamente classificado.
1.01 BRÁS,1224840,"BALANÇA ANALÍTICA 220G 0,1MG",10,"R$ 6081,00","R$ 2179,02",BALANÇA MECÂNICA 130KG,30.9%,2019-07-19 00:00:00,MANTER: Baixa similaridade (30.9%) com consumível 'BALANÇA MECÂNICA 130KG...'. Provavelmente corretamente classificado.
1.01 BRÁS,1268349,VISCOSÍMETRO ROTACIONAL C/TEMPERATURA,10,"R$ 19750,00","R$ 13989,58",VISCOSÍMETRO ZAHN Nº5,35.1%,2023-01-11 00:00:00,MANTER: Baixa similaridade (35.1%) com consumível 'VISCOSÍMETRO ZAHN Nº5...'. Provavelmente corretamente classificado.
1.01 BRÁS,1268937,VISCOSÍMETRO ROTACIONAL C/TEMPERATURA,10,"R$ 19750,00","R$ 13975,42",VISCOSÍMETRO ZAHN Nº5,35.1%,2023-01-30 00:00:00,MANTER: Baixa similaridade (35.1%) com consumível 'VISCOSÍMETRO ZAHN Nº5...'. Provavelmente corretamente classificado.
1.01 BRÁS,1303519,RETIFICADOR DE CORRENTE DIDÁTICO,10,"R$ 9130,00","R$ 7684,42",TENSIONADOR DE CORRENTE #25,37.2%,2024-05-09 00:00:00,MANTER: Baixa similaridade (37.2%) com consumível 'TENSIONADOR DE CORRENTE #25...'. Provavelmente corretamente classificado.
1.01 BRÁS,1303520,RETIFICADOR DE CORRENTE DIDÁTICO,10,"R$ 9130,00","R$ 7684,42",TENSIONADOR DE CORRENTE #25,37.2%,2024-05-09 00:00:00,MANTER: Baixa similaridade (37.2%) com consumível 'TENSIONADOR DE CORRENTE #25...'. Provavelmente corretamente classificado.
1.01 BRÁS,1303521,RETIFICADOR DE CORRENTE DIDÁTICO,10,"R$ 9130,00","R$ 7684,42",TENSIONADOR DE CORRENTE #25,37.2%,2024-05-09 00:00:00,MANTER: Baixa similaridade (37.2%) com consumível 'TENSIONADOR DE CORRENTE #25...'. Provavelmente corretamente classificado.
1.01 BRÁS,1303522,RETIFICADOR DE CORRENTE DIDÁTICO,10,"R$ 9130,00","R$ 7684,42",TENSIONADOR DE CORRENTE #25,37.2%,2024-05-09 00:00:00,MANTER: Baixa similaridade (37.2%) com consumível 'TENSIONADOR DE CORRENTE #25...'. Provavelmente corretamente classificado.
1.01 BRÁS,1267411,ANEMÔMETRO PORTÁTIL C/DATALOGGER,10,"R$ 900,00","R$ 630,00",COLORÍMETRO PORTÁTIL P/ÁGUA,33.3%,2022-12-19 00:00:00,MANTER: Baixa similaridade (33.3%) com consumível 'COLORÍMETRO PORTÁTIL P/ÁGUA...'. Provavelmente corretamente classificado.
1.01 BRÁS,1267412,ANEMÔMETRO PORTÁTIL C/DATALOGGER,10,"R$ 900,00","R$ 630,00",COLORÍMETRO PORTÁTIL P/ÁGUA,33.3%,2022-12-19 00:00:00,MANTER: Baixa similaridade (33.3%) com consumível 'COLORÍMETRO PORTÁTIL P/ÁGUA...'. Provavelmente corretamente classificado.
1.01 BRÁS,1267413,ANEMÔMETRO PORTÁTIL C/DATALOGGER,10,"R$ 900,00","R$ 630,00",COLORÍMETRO PORTÁTIL P/ÁGUA,33.3%,2022-12-19 00:00:00,MANTER: Baixa similaridade (33.3%) com consumível 'COLORÍMETRO PORTÁTIL P/ÁGUA...'. Provavelmente corretamente classificado.
1.01 BRÁS,1347894,"BALANÇA ANALÍTICA 220G 0,1MG",10,"R$ 4941,28","R$ 4570,68",BALANÇA MECÂNICA 130KG,30.9%,2025-03-28 00:00:00,MANTER: Baixa similaridade (30.9%) com consumível 'BALANÇA MECÂNICA 130KG...'. Provavelmente corretamente classificado.
1.01 BRÁS,1347896,"BALANÇA ANALÍTICA 220G 0,1MG",10,"R$ 4941,28","R$ 4570,68",BALANÇA MECÂNICA 130KG,30.9%,2025-03-28 00:00:00,MANTER: Baixa similaridade (30.9%) com consumível 'BALANÇA MECÂNICA 130KG...'. Provavelmente corretamente classificado.
1.01 BRÁS,1347897,"BALANÇA ANALÍTICA 220G 0,1MG",10,"R$ 4941,28","R$ 4570,68",BALANÇA MECÂNICA 130KG,30.9%,2025-03-28 00:00:00,MANTER: Baixa similaridade (30.9%) com consumível 'BALANÇA MECÂNICA 130KG...'. Provavelmente corretamente classificado.
1.01 BRÁS,1224839,"BALANÇA ANALÍTICA 220G 0,1MG",10,"R$ 6081,00","R$ 2179,02",BALANÇA MECÂNICA 130KG,30.9%,2019-07-19 00:00:00,MANTER: Baixa similaridade (30.9%) com consumível 'BALANÇA MECÂNICA 130KG...'. Provavelmente corretamente classificado.
1.01 BRÁS,1267749,QUARTEADOR DE AMOSTRA (8 CANALETAS),15,"R$ 2479,00","R$ 1735,29",SACO PARA AMOSTRA DE ALIMENTOS,31.1%,2022-12-08 00:00:00,MANTER: Baixa similaridade (31.1%) com consumível 'SACO PARA AMOSTRA DE ALIMENTOS...'. Provavelmente corretamente classificado.
1.01 BRÁS,1307625,MEDIDOR DE PH E MV DE BANCADA,10,"R$ 6948,00","R$ 6079,50",MEDIDOR DE UMIDADE,41.2%,2024-09-30 00:00:00,AVALIAR: Similaridade moderada (41.2%) com consumível 'MEDIDOR DE UMIDADE...'. Possível reclassificação.
1.01 BRÁS,1307626,MEDIDOR DE PH E MV DE BANCADA,10,"R$ 6948,00","R$ 6079,50",MEDIDOR DE UMIDADE,41.2%,2024-09-30 00:00:00,AVALIAR: Similaridade moderada (41.2%) com consumível 'MEDIDOR DE UMIDADE...'. Possível reclassificação.
1.01 BRÁS,1307627,MEDIDOR DE PH E MV DE BANCADA,10,"R$ 6948,00","R$ 6079,50",MEDIDOR DE UMIDADE,41.2%,2024-09-30 00:00:00,AVALIAR: Similaridade moderada (41.2%) com consumível 'MEDIDOR DE UMIDADE...'. Possível reclassificação.
1.01 BRÁS,1307628,MEDIDOR DE PH E MV DE BANCADA,10,"R$ 6948,00","R$ 6079,50",MEDIDOR DE UMIDADE,41.2%,2024-09-30 00:00:00,AVALIAR: Similaridade moderada (41.2%) com consumível 'MEDIDOR DE UMIDADE...'. Possível reclassificação.
1.01 BRÁS,1307629,MEDIDOR DE PH E MV DE BANCADA,10,"R$ 6948,00","R$ 6079,50",MEDIDOR DE UMIDADE,41.2%,2024-09-30 00:00:00,AVALIAR: Similaridade moderada (41.2%) com consumível 'MEDIDOR DE UMIDADE...'. Possível reclassificação.
1.01 BRÁS,1307630,MEDIDOR DE PH E MV DE BANCADA,10,"R$ 6948,00","R$ 6079,50",MEDIDOR DE UMIDADE,41.2%,2024-09-30 00:00:00,AVALIAR: Similaridade moderada (41.2%) com consumível 'MEDIDOR DE UMIDADE...'. Possível reclassificação.
1.01 BRÁS,1307631,MEDIDOR DE PH E MV DE BANCADA,10,"R$ 6948,00","R$ 6079,50",MEDIDOR DE UMIDADE,41.2%,2024-09-30 00:00:00,AVALIAR: Similaridade moderada (41.2%) com consumível 'MEDIDOR DE UMIDADE...'. Possível reclassificação.
1.01 BRÁS,1307632,MEDIDOR DE PH E MV DE BANCADA,10,"R$ 6948,00","R$ 6079,50",MEDIDOR DE UMIDADE,41.2%,2024-09-30 00:00:00,AVALIAR: Similaridade moderada (41.2%) com consumível 'MEDIDOR DE UMIDADE...'. Possível reclassificação.
1.01 BRÁS,1307633,MEDIDOR DE PH E MV DE BANCADA,10,"R$ 6948,00","R$ 6079,50",MEDIDOR DE UMIDADE,41.2%,2024-09-30 00:00:00,AVALIAR: Similaridade moderada (41.2%) com consumível 'MEDIDOR DE UMIDADE...'. Possível reclassificação.
1.01 BRÁS,1307634,MEDIDOR DE PH E MV DE BANCADA,10,"R$ 6948,00","R$ 6079,50",MEDIDOR DE UMIDADE,41.2%,2024-09-30 00:00:00,AVALIAR: Similaridade moderada (41.2%) com consumível 'MEDIDOR DE UMIDADE...'. Possível reclassificação.
1.01 BRÁS,1310743,TURBIDÍMETRO DIGITAL,10,"R$ 15600,00","R$ 13910,00",HORÍMETRO DIGITAL,47.7%,2024-11-22 00:00:00,AVALIAR: Similaridade moderada (47.7%) com consumível 'HORÍMETRO DIGITAL...'. Possível reclassificação.
1.01 BRÁS,1347895,"BALANÇA ANALÍTICA 220G 0,1MG",10,"R$ 4941,28","R$ 4570,68",BALANÇA MECÂNICA 130KG,30.9%,2025-03-28 00:00:00,MANTER: Baixa similaridade (30.9%) com consumível 'BALANÇA MECÂNICA 130KG...'. Provavelmente corretamente classificado.
1.01 BRÁS,1313313,INCUBADORA P/DBO - 220 A 225 LITROS,20,"R$ 11000,00","R$ 9900,00",CAÇAROLA DE 2.2 LITROS,30.2%,2024-12-27 00:00:00,MANTER: Baixa similaridade (30.2%) com consumível 'CAÇAROLA DE 2.2 LITROS...'. Provavelmente corretamente classificado.
1.01 BRÁS,1215275,KIT DE HARDWARE NI MYRIO - 1900 / NATIONAL,10,"R$ 3306,43","R$ 1074,61",DISPOSITIVO NI MYRIO - 1900,38.6%,2019-03-15 00:00:00,MANTER: Baixa similaridade (38.6%) com consumível 'DISPOSITIVO NI MYRIO - 1900...'. Provavelmente corretamente classificado.
1.01 BRÁS,1215276,KIT DE HARDWARE NI MYRIO - 1900 / NATIONAL,10,"R$ 3306,43","R$ 1074,61",DISPOSITIVO NI MYRIO - 1900,38.6%,2019-03-15 00:00:00,MANTER: Baixa similaridade (38.6%) com consumível 'DISPOSITIVO NI MYRIO - 1900...'. Provavelmente corretamente classificado.
1.01 BRÁS,1215284,FURADEIRA DE IMPACTO REVERSÍVEL 1/2 220V/BOSCH,10,"R$ 378,80","R$ 123,11",ROTOR P/FURADEIRA BOSCH MOD. 3388,29.0%,2019-03-18 00:00:00,MANTER: Similaridade muito baixa (29.0%). Mantém como patrimônio.
1.01 BRÁS,1215285,SOPRADOR ASPIRADOR ELÉTRICO 220 V/ MAKITA,10,"R$ 482,20","R$ 156,71",SOPRADOR DE FOLHAS ELÉTRICO 220V,40.8%,2019-03-18 00:00:00,AVALIAR: Similaridade moderada (40.8%) com consumível 'SOPRADOR DE FOLHAS ELÉTRICO 220V...'. Possível reclassificação.
1.01 BRÁS,1215286,ALICATE AMPERÍMETRO TRUE RMS / FLUKE,10,"R$ 2860,00","R$ 929,50",ALICATE AMPERÍMETRO - BÁSICO,44.3%,2019-03-18 00:00:00,AVALIAR: Similaridade moderada (44.3%) com consumível 'ALICATE AMPERÍMETRO - BÁSICO...'. Possível reclassificação.
1.01 BRÁS,1215287,SOPRADOR TÉRMICO DIGITAL 2000W/220V/ DEWALT,10,"R$ 368,60","R$ 119,79",CARCAÇA SOPRADOR TÉRMICO HG1100,33.9%,2019-03-18 00:00:00,MANTER: Baixa similaridade (33.9%) com consumível 'CARCAÇA SOPRADOR TÉRMICO HG1100...'. Provavelmente corretamente classificado.
1.01 BRÁS,1215288,SERRA TICO TICO 700W / 220V / DEWALT,10,"R$ 1090,70","R$ 354,48",LÂMINA SERRA TICO-TICO 24 DENTES,39.7%,2019-03-18 00:00:00,MANTER: Baixa similaridade (39.7%) com consumível 'LÂMINA SERRA TICO-TICO 24 DENTES...'. Provavelmente corretamente classificado.
1.01 BRÁS,1215289,PARAFUSADEIRA FURADEIRA3/8C/IMPAC BAT12V/MILWAUKE,8,"R$ 1740,00","R$ 565,50",BIT DE PARAFUSADEIRA. FENDA E6. 3-1/4P,24.8%,2019-03-18 00:00:00,MANTER: Similaridade muito baixa (24.8%). Mantém como patrimônio.
1.01 BRÁS,1241259,ESTAÇÃO DE RETRABALHO SMD,8,"R$ 9800,00","R$ 5390,00",MANGUEIRA ESTAÇÃO RETRABALHO SMD E BGA,63.0%,2021-06-16 00:00:00,RECLASSIFICAR: Alta similaridade (63.0%) com consumível 'MANGUEIRA ESTAÇÃO RETRABALHO SMD E BGA...'. Forte indicação de má classificação.
1.01 BRÁS,1241260,ESTAÇÃO DE RETRABALHO SMD,8,"R$ 9800,00","R$ 5390,00",MANGUEIRA ESTAÇÃO RETRABALHO SMD E BGA,63.0%,2021-06-16 00:00:00,RECLASSIFICAR: Alta similaridade (63.0%) com consumível 'MANGUEIRA ESTAÇÃO RETRABALHO SMD E BGA...'. Forte indicação de má classificação.
1.01 BRÁS,1241261,ESTAÇÃO DE RETRABALHO SMD,8,"R$ 9800,00","R$ 5390,00",MANGUEIRA ESTAÇÃO RETRABALHO SMD E BGA,63.0%,2021-06-16 00:00:00,RECLASSIFICAR: Alta similaridade (63.0%) com consumível 'MANGUEIRA ESTAÇÃO RETRABALHO SMD E BGA...'. Forte indicação de má classificação.
1.01 BRÁS,1241262,ESTAÇÃO DE RETRABALHO SMD,8,"R$ 9800,00","R$ 5390,00",MANGUEIRA ESTAÇÃO RETRABALHO SMD E BGA,63.0%,2021-06-16 00:00:00,RECLASSIFICAR: Alta similaridade (63.0%) com consumível 'MANGUEIRA ESTAÇÃO RETRABALHO SMD E BGA...'. Forte indicação de má classificação.
1.01 BRÁS,1241263,ESTAÇÃO DE RETRABALHO SMD,8,"R$ 9800,00","R$ 5390,00",MANGUEIRA ESTAÇÃO RETRABALHO SMD E BGA,63.0%,2021-06-16 00:00:00,RECLASSIFICAR: Alta similaridade (63.0%) com consumível 'MANGUEIRA ESTAÇÃO RETRABALHO SMD E BGA...'. Forte indicação de má classificação.
1.01 BRÁS,1241265,ESTAÇÃO DE RETRABALHO SMD,8,"R$ 9800,00","R$ 5390,00",MANGUEIRA ESTAÇÃO RETRABALHO SMD E BGA,63.0%,2021-06-16 00:00:00,RECLASSIFICAR: Alta similaridade (63.0%) com consumível 'MANGUEIRA ESTAÇÃO RETRABALHO SMD E BGA...'. Forte indicação de má classificação.
1.01 BRÁS,1241266,ESTAÇÃO DE RETRABALHO SMD,8,"R$ 9800,00","R$ 5390,00",MANGUEIRA ESTAÇÃO RETRABALHO SMD E BGA,63.0%,2021-06-16 00:00:00,RECLASSIFICAR: Alta similaridade (63.0%) com consumível 'MANGUEIRA ESTAÇÃO RETRABALHO SMD E BGA...'. Forte indicação de má classificação.
1.01 BRÁS,1204375,CONJ.  DE FERRAMENTAS P/ROLAMENTOS/ SKF,20,"R$ 3621,95","R$ 814,90",CONJUNTO DE FERRAMENTAS DOBRÁVEIS,32.5%,2018-03-22 00:00:00,MANTER: Baixa similaridade (32.5%) com consumível 'CONJUNTO DE FERRAMENTAS DOBRÁVEIS...'. Provavelmente corretamente classificado.
1.01 BRÁS,1204376,CONJ.  DE FERRAMENTAS P/ROLAMENTOS/ SKF,20,"R$ 3621,95","R$ 814,90",CONJUNTO DE FERRAMENTAS DOBRÁVEIS,32.5%,2018-03-22 00:00:00,MANTER: Baixa similaridade (32.5%) com consumível 'CONJUNTO DE FERRAMENTAS DOBRÁVEIS...'. Provavelmente corretamente classificado.
1.01 BRÁS,1212500,TERMÔMETRO INFRAVERMELHO -30° A 650° C / FLUKE,10,"R$ 406,69","R$ 118,61",TERMÔMETRO INFRAVERMELHO -30° A 650°C,80.1%,2018-11-09 00:00:00,RECLASSIFICAR: Altíssima similaridade (80.1%) com consumível 'TERMÔMETRO INFRAVERMELHO -30° A 650°C...'. Item claramente mal classificado como patrimônio.
1.01 BRÁS,1212501,TERMÔMETRO INFRAVERMELHO -30° A 650° C / FLUKE,10,"R$ 406,69","R$ 118,61",TERMÔMETRO INFRAVERMELHO -30° A 650°C,80.1%,2018-11-09 00:00:00,RECLASSIFICAR: Altíssima similaridade (80.1%) com consumível 'TERMÔMETRO INFRAVERMELHO -30° A 650°C...'. Item claramente mal classificado como patrimônio.
1.01 BRÁS,1212502,ESTROBOSCÓPIO INDUSTRIAL PORTÁTIL / SKF,20,"R$ 6243,90","R$ 1821,14",ACELERÔMETRO INDUSTRIAL,29.0%,2018-11-23 00:00:00,MANTER: Similaridade muito baixa (29.0%). Mantém como patrimônio.
1.01 BRÁS,1214408,MEDIDOR DE TENSÃO DE CORREIAS - DIGITAL/ FAG,10,"R$ 5920,37","R$ 1825,43",MEDIDOR DE TENSÃO DE CORREIAS - MANUAL,59.9%,2019-01-09 00:00:00,AVALIAR: Similaridade moderada (59.9%) com consumível 'MEDIDOR DE TENSÃO DE CORREIAS - MANUAL...'. Possível reclassificação.
1.01 BRÁS,1267684,EXTRATOR MECÂNICO P/ROLAMENTOS,20,"R$ 2700,00","R$ 1890,00",EXTRATOR DE ROLAMENTO TMMA60,34.7%,2022-12-26 00:00:00,MANTER: Baixa similaridade (34.7%) com consumível 'EXTRATOR DE ROLAMENTO TMMA60...'. Provavelmente corretamente classificado.
1.01 BRÁS,1281642,EXTRATOR MECÂNICO PARA ROLAMENTOS MOD 2,20,"R$ 3840,00","R$ 3040,00",REDUTOR MECÂNICO 1:100 MOD 63,41.0%,2023-11-13 00:00:00,AVALIAR: Similaridade moderada (41.0%) com consumível 'REDUTOR MECÂNICO 1:100 MOD 63...'. Possível reclassificação.
1.01 BRÁS,1282182,SACA POLIA C/2 GARRAS DESLIZANTES 170MM,20,"R$ 590,00","R$ 467,08","SACA POLIA COM 2 GARRAS ARTICULADAS 3""",55.5%,2023-11-27 00:00:00,"AVALIAR: Similaridade moderada (55.5%) com consumível 'SACA POLIA COM 2 GARRAS ARTICULADAS 3""...'. Possível reclassificação."
1.01 BRÁS,1282183,SACA POLIA C/2 GARRAS DESLIZANTES 170MM,20,"R$ 590,00","R$ 467,08","SACA POLIA COM 2 GARRAS ARTICULADAS 3""",55.5%,2023-11-27 00:00:00,"AVALIAR: Similaridade moderada (55.5%) com consumível 'SACA POLIA COM 2 GARRAS ARTICULADAS 3""...'. Possível reclassificação."
1.01 BRÁS,1284804,TORQUÍMETRO TIPO RELÓGIO 0 A 27KGF.M,20,"R$ 1110,00","R$ 888,00","CONDULETE TIPO R 3/4""",27.9%,2023-12-08 00:00:00,MANTER: Similaridade muito baixa (27.9%). Mantém como patrimônio.
1.01 BRÁS,1285482,TORQUÍMETRO DIGITAL 150N.M,20,"R$ 1580,00","R$ 1264,00",HORÍMETRO DIGITAL,39.8%,2023-12-20 00:00:00,MANTER: Baixa similaridade (39.8%) com consumível 'HORÍMETRO DIGITAL...'. Provavelmente corretamente classificado.
1.01 BRÁS,1285483,TORQUÍMETRO DIGITAL 150N.M,20,"R$ 1580,00","R$ 1264,00",HORÍMETRO DIGITAL,39.8%,2023-12-20 00:00:00,MANTER: Baixa similaridade (39.8%) com consumível 'HORÍMETRO DIGITAL...'. Provavelmente corretamente classificado.
1.01 BRÁS,1290655,MEDIDOR VIBRAÇÃO DIGITAL C/TERMÔMETRO,10,"R$ 8288,88","R$ 6769,25",TERMÔMETRO DIGITAL,45.9%,2024-02-09 00:00:00,AVALIAR: Similaridade moderada (45.9%) com consumível 'TERMÔMETRO DIGITAL...'. Possível reclassificação.
1.01 BRÁS,1302555,ESTETOSCÓPIO ELETRÔNICO,20,"R$ 4600,00","R$ 3833,33",APITO ELETRÔNICO,44.9%,2024-04-19 00:00:00,AVALIAR: Similaridade moderada (44.9%) com consumível 'APITO ELETRÔNICO...'. Possível reclassificação.
1.01 BRÁS,1307622,ESTETOSCÓPIO ELETRÔNICO,20,"R$ 4675,00","R$ 4090,62",APITO ELETRÔNICO,44.9%,2024-09-30 00:00:00,AVALIAR: Similaridade moderada (44.9%) com consumível 'APITO ELETRÔNICO...'. Possível reclassificação.
1.01 BRÁS,1310672,"MEDIDOR DE ESPESSURA DE TUBOS 0,8-300MM",25,"R$ 5500,00","R$ 4904,17",MEDIDOR DE ESPESSURA CAMADA - SIMPLES,42.8%,2024-11-21 00:00:00,AVALIAR: Similaridade moderada (42.8%) com consumível 'MEDIDOR DE ESPESSURA CAMADA - SIMPLES...'. Possível reclassificação.
1.01 BRÁS,1253983,NÍVEL DE PLANOS A LASER,15,"R$ 5180,00","R$ 3194,33",NÍVEL LASER DE LINHAS,50.0%,2022-02-02 00:00:00,AVALIAR: Similaridade moderada (50.0%) com consumível 'NÍVEL LASER DE LINHAS...'. Possível reclassificação.
1.01 BRÁS,1254171,NÍVEL DE PLANOS A LASER,15,"R$ 5180,00","R$ 3194,33",NÍVEL LASER DE LINHAS,50.0%,2022-02-04 00:00:00,AVALIAR: Similaridade moderada (50.0%) com consumível 'NÍVEL LASER DE LINHAS...'. Possível reclassificação.
1.01 BRÁS,1254172,NÍVEL DE PLANOS A LASER,15,"R$ 5180,00","R$ 3194,33",NÍVEL LASER DE LINHAS,50.0%,2022-02-04 00:00:00,AVALIAR: Similaridade moderada (50.0%) com consumível 'NÍVEL LASER DE LINHAS...'. Possível reclassificação.
1.01 BRÁS,1276805,MULTÍMETRO DIGITAL TRUE RMS,10,"R$ 1050,00","R$ 778,75",MULTÍMETRO DIGITAL,59.0%,2023-05-23 00:00:00,AVALIAR: Similaridade moderada (59.0%) com consumível 'MULTÍMETRO DIGITAL...'. Possível reclassificação.
1.01 BRÁS,1276806,MULTÍMETRO DIGITAL TRUE RMS,10,"R$ 1050,00","R$ 778,75",MULTÍMETRO DIGITAL,59.0%,2023-05-23 00:00:00,AVALIAR: Similaridade moderada (59.0%) com consumível 'MULTÍMETRO DIGITAL...'. Possível reclassificação.
1.01 BRÁS,1276807,MULTÍMETRO DIGITAL TRUE RMS,10,"R$ 1050,00","R$ 778,75",MULTÍMETRO DIGITAL,59.0%,2023-05-23 00:00:00,AVALIAR: Similaridade moderada (59.0%) com consumível 'MULTÍMETRO DIGITAL...'. Possível reclassificação.
1.01 BRÁS,1285465,TORQUÍMETRO DIGITAL 150N.M,20,"R$ 1580,00","R$ 1264,00",HORÍMETRO DIGITAL,39.8%,2023-12-20 00:00:00,MANTER: Baixa similaridade (39.8%) com consumível 'HORÍMETRO DIGITAL...'. Provavelmente corretamente classificado.
1.01 BRÁS,1307623,ESTETOSCÓPIO ELETRÔNICO,20,"R$ 4675,00","R$ 4090,62",APITO ELETRÔNICO,44.9%,2024-09-30 00:00:00,AVALIAR: Similaridade moderada (44.9%) com consumível 'APITO ELETRÔNICO...'. Possível reclassificação.
1.01 BRÁS,1307624,ESTETOSCÓPIO ELETRÔNICO,20,"R$ 4675,00","R$ 4090,62",APITO ELETRÔNICO,44.9%,2024-09-30 00:00:00,AVALIAR: Similaridade moderada (44.9%) com consumível 'APITO ELETRÔNICO...'. Possível reclassificação.
1.02 VILA ALPINA,1179297,MULTÍMETRO DIGITAL TRUE RMS / FLUKE,10,"R$ 690,38","R$ 74,78",MULTÍMETRO DIGITAL,49.2%,2017-01-23 00:00:00,AVALIAR: Similaridade moderada (49.2%) com consumível 'MULTÍMETRO DIGITAL...'. Possível reclassificação.
1.02 VILA ALPINA,1179304,MULTÍMETRO DIGITAL TRUE RMS / FLUKE,10,"R$ 690,38","R$ 74,78",MULTÍMETRO DIGITAL,49.2%,2017-01-23 00:00:00,AVALIAR: Similaridade moderada (49.2%) com consumível 'MULTÍMETRO DIGITAL...'. Possível reclassificação.
