Localização,Inventário,Denominação do Imobilizado,Vida,Valor Aquisição,Valor Contábil,Item Consumível Similar,Percentagem de Similaridade (%),Data Incorporação,Justificativa de Reprova
1.01 BRÁS,1055732,ACCESS POINT CORPORATIVO PADRÕES G/N /CISCO,8,"R$ 613,84","R$ 0,00",TECLADO CORPORATIVO (SEDE),25.5%,2013-02-08 00:00:00,MANTER: Similaridade muito baixa (25.5%). Mantém como patrimônio.
1.01 BRÁS,1065670,"MONITOR LED 21,5P / LG E2241V",8,"R$ 300,00","R$ 0,00","MONITOR LED 15"" 4:3 TELA QUADRADA (PEÇA)",38.3%,2013-03-11 00:00:00,"MANTER: Baixa similaridade (38.3%) com consumível 'MONITOR LED 15"" 4:3 TELA QUADRADA (PEÇA)...'. Provavelmente corretamente classificado."
1.01 BRÁS,1125140,SWITCH L2 - 24 PORTAS - UNIDADES / CISCO,8,"R$ 2100,45","R$ 0,00",SWITCH C/24 PORTAS NÃO GERENCIÁVEL,43.6%,2014-10-13 00:00:00,AVALIAR: Similaridade moderada (43.6%) com consumível 'SWITCH C/24 PORTAS NÃO GERENCIÁVEL...'. Possível reclassificação.
1.01 BRÁS,1125665,SWITCH L2 - 48 PORTAS UNIDADES/ CISCO,8,"R$ 3037,87","R$ 0,00",SWITCH C/48 PORTAS NÃO GERENCIÁVEIS,44.2%,2014-10-13 00:00:00,AVALIAR: Similaridade moderada (44.2%) com consumível 'SWITCH C/48 PORTAS NÃO GERENCIÁVEIS...'. Possível reclassificação.
1.01 BRÁS,1039597,SWITCH L2 ACESSO UNIDADES HP A5120,8,"R$ 2048,00","R$ 0,00",LÃ DE AÇO C/8 UNIDADES,29.0%,2012-06-01 00:00:00,MANTER: Similaridade muito baixa (29.0%). Mantém como patrimônio.
1.01 BRÁS,1125139,SWITCH L2 - 24 PORTAS - UNIDADES / CISCO,8,"R$ 2100,45","R$ 0,00",SWITCH C/24 PORTAS NÃO GERENCIÁVEL,43.6%,2014-10-13 00:00:00,AVALIAR: Similaridade moderada (43.6%) com consumível 'SWITCH C/24 PORTAS NÃO GERENCIÁVEL...'. Possível reclassificação.
1.01 BRÁS,1003039,REGISTRADOR ELETRÔNICO DE PONTO/MADIS,8,"R$ 1444,00","R$ 0,00",PURGADOR ELETRÔNICO,32.2%,2011-06-27 00:00:00,MANTER: Baixa similaridade (32.2%) com consumível 'PURGADOR ELETRÔNICO...'. Provavelmente corretamente classificado.
1.01 BRÁS,1065296,MICROCOMPUTADOR POSITIVO MASTER D510,8,"R$ 2053,27","R$ 0,00",MICROCOMPUTADOR (CÓD INATIVO),32.6%,2013-03-11 00:00:00,MANTER: Baixa similaridade (32.6%) com consumível 'MICROCOMPUTADOR (CÓD INATIVO)...'. Provavelmente corretamente classificado.
1.01 BRÁS,1028797,ACCESS POINT CORPOR. PADRÕES G/N/CISCO AIR,8,"R$ 613,83","R$ 0,00",REPETIDOR DE SINAL MODELO CISCO WAP121-A,19.6%,2012-03-15 00:00:00,MANTER: Similaridade muito baixa (19.6%). Mantém como patrimônio.
1.01 BRÁS,1018753,"MONITOR LCD 21,5P DELL E2211H",8,"R$ 164,76","R$ 0,00",KIT FPV DRONE C/MONITOR LCD 4:3,33.0%,2012-01-11 00:00:00,MANTER: Baixa similaridade (33.0%) com consumível 'KIT FPV DRONE C/MONITOR LCD 4:3...'. Provavelmente corretamente classificado.
1.01 BRÁS,1055718,ACCESS POINT CORPORATIVO PADRÕES G/N /CISCO,8,"R$ 613,84","R$ 0,00",TECLADO CORPORATIVO (SEDE),25.5%,2013-02-08 00:00:00,MANTER: Similaridade muito baixa (25.5%). Mantém como patrimônio.
1.01 BRÁS,1125662,SWITCH L2 - 48 PORTAS UNIDADES/ CISCO,8,"R$ 3037,87","R$ 0,00",SWITCH C/48 PORTAS NÃO GERENCIÁVEIS,44.2%,2014-10-13 00:00:00,AVALIAR: Similaridade moderada (44.2%) com consumível 'SWITCH C/48 PORTAS NÃO GERENCIÁVEIS...'. Possível reclassificação.
1.01 BRÁS,1125670,SWITCH L2 - 48 PORTAS UNIDADES/ CISCO,8,"R$ 3037,87","R$ 0,00",SWITCH C/48 PORTAS NÃO GERENCIÁVEIS,44.2%,2014-10-13 00:00:00,AVALIAR: Similaridade moderada (44.2%) com consumível 'SWITCH C/48 PORTAS NÃO GERENCIÁVEIS...'. Possível reclassificação.
1.01 BRÁS,1140760,NOTEBOOK LENOVO T440P,8,"R$ 2705,01","R$ 0,00",TECLADO P/NOTEBOOK LENOVO,54.6%,2015-04-01 00:00:00,AVALIAR: Similaridade moderada (54.6%) com consumível 'TECLADO P/NOTEBOOK LENOVO...'. Possível reclassificação.
1.01 BRÁS,1055717,ACCESS POINT CORPORATIVO PADRÕES G/N /CISCO,8,"R$ 613,84","R$ 0,00",TECLADO CORPORATIVO (SEDE),25.5%,2013-02-08 00:00:00,MANTER: Similaridade muito baixa (25.5%). Mantém como patrimônio.
1.01 BRÁS,929756,PROJETOR MULTIMÍDIA C/SUPORTE /OPTOMA,10,"R$ 1549,00","R$ 0,00",LÂMPADA PARA PROJETOR OPTOMA,42.1%,2010-02-22 00:00:00,AVALIAR: Similaridade moderada (42.1%) com consumível 'LÂMPADA PARA PROJETOR OPTOMA...'. Possível reclassificação.
1.01 BRÁS,1003040,REGISTRADOR ELETRÔNICO DE PONTO/MADIS,8,"R$ 1444,00","R$ 0,00",PURGADOR ELETRÔNICO,32.2%,2011-06-27 00:00:00,MANTER: Baixa similaridade (32.2%) com consumível 'PURGADOR ELETRÔNICO...'. Provavelmente corretamente classificado.
1.01 BRÁS,1055719,ACCESS POINT CORPORATIVO PADRÕES G/N /CISCO,8,"R$ 613,84","R$ 0,00",TECLADO CORPORATIVO (SEDE),25.5%,2013-02-08 00:00:00,MANTER: Similaridade muito baixa (25.5%). Mantém como patrimônio.
1.01 BRÁS,1065044,MICROCOMPUTADOR POSITIVO MASTER D510,8,"R$ 2053,27","R$ 0,00",MICROCOMPUTADOR (CÓD INATIVO),32.6%,2013-03-11 00:00:00,MANTER: Baixa similaridade (32.6%) com consumível 'MICROCOMPUTADOR (CÓD INATIVO)...'. Provavelmente corretamente classificado.
1.01 BRÁS,1125112,SWITCH L2 - 24 PORTAS - UNIDADES / CISCO,8,"R$ 2100,45","R$ 0,00",SWITCH C/24 PORTAS NÃO GERENCIÁVEL,43.6%,2014-10-13 00:00:00,AVALIAR: Similaridade moderada (43.6%) com consumível 'SWITCH C/24 PORTAS NÃO GERENCIÁVEL...'. Possível reclassificação.
1.01 BRÁS,1125126,SWITCH L2 - 24 PORTAS - UNIDADES / CISCO,8,"R$ 2100,45","R$ 0,00",SWITCH C/24 PORTAS NÃO GERENCIÁVEL,43.6%,2014-10-13 00:00:00,AVALIAR: Similaridade moderada (43.6%) com consumível 'SWITCH C/24 PORTAS NÃO GERENCIÁVEL...'. Possível reclassificação.
1.01 BRÁS,1125155,SWITCH L2 - 24 PORTAS - UNIDADES / CISCO,8,"R$ 2100,45","R$ 0,00",SWITCH C/24 PORTAS NÃO GERENCIÁVEL,43.6%,2014-10-13 00:00:00,AVALIAR: Similaridade moderada (43.6%) com consumível 'SWITCH C/24 PORTAS NÃO GERENCIÁVEL...'. Possível reclassificação.
1.01 BRÁS,1125668,SWITCH L2 - 48 PORTAS UNIDADES/ CISCO,8,"R$ 3037,87","R$ 0,00",SWITCH C/48 PORTAS NÃO GERENCIÁVEIS,44.2%,2014-10-13 00:00:00,AVALIAR: Similaridade moderada (44.2%) com consumível 'SWITCH C/48 PORTAS NÃO GERENCIÁVEIS...'. Possível reclassificação.
1.01 BRÁS,1125669,SWITCH L2 - 48 PORTAS UNIDADES/ CISCO,8,"R$ 3037,87","R$ 0,00",SWITCH C/48 PORTAS NÃO GERENCIÁVEIS,44.2%,2014-10-13 00:00:00,AVALIAR: Similaridade moderada (44.2%) com consumível 'SWITCH C/48 PORTAS NÃO GERENCIÁVEIS...'. Possível reclassificação.
1.01 BRÁS,1131995,SCANNER A4 DE ALTA RESOLUÇÃO / HP G4050,8,"R$ 586,36","R$ 0,00",LENTE ALTA RESOLUÇÃO,45.9%,2014-12-10 00:00:00,AVALIAR: Similaridade moderada (45.9%) com consumível 'LENTE ALTA RESOLUÇÃO...'. Possível reclassificação.
1.01 BRÁS,1107520,SCANNER A4 DE ALTA RESOLUÇÃO - HP,8,"R$ 655,00","R$ 0,00",LENTE ALTA RESOLUÇÃO,55.0%,2014-06-30 00:00:00,AVALIAR: Similaridade moderada (55.0%) com consumível 'LENTE ALTA RESOLUÇÃO...'. Possível reclassificação.
1.01 BRÁS,907134,PROJETOR MULT.SALA/LAB.C/SUP./OPTOMA,10,"R$ 1775,80","R$ 0,00",LÂMPADA PARA PROJETOR OPTOMA,34.3%,2009-08-28 00:00:00,MANTER: Baixa similaridade (34.3%) com consumível 'LÂMPADA PARA PROJETOR OPTOMA...'. Provavelmente corretamente classificado.
1.01 BRÁS,1140761,NOTEBOOK LENOVO T440P,8,"R$ 2705,01","R$ 0,00",TECLADO P/NOTEBOOK LENOVO,54.6%,2015-04-01 00:00:00,AVALIAR: Similaridade moderada (54.6%) com consumível 'TECLADO P/NOTEBOOK LENOVO...'. Possível reclassificação.
1.01 BRÁS,1055721,ACCESS POINT CORPORATIVO PADRÕES G/N /CISCO,8,"R$ 613,84","R$ 0,00",TECLADO CORPORATIVO (SEDE),25.5%,2013-02-08 00:00:00,MANTER: Similaridade muito baixa (25.5%). Mantém como patrimônio.
1.01 BRÁS,1143141,IMPRESSORA MULTIFUNCIONAL-JATO DE TINT/HP,8,"R$ 656,00","R$ 0,00",CABEÇA PARA IMPRESSORA MULTIFUNCIONAL,47.2%,2015-07-21 00:00:00,AVALIAR: Similaridade moderada (47.2%) com consumível 'CABEÇA PARA IMPRESSORA MULTIFUNCIONAL...'. Possível reclassificação.
1.01 BRÁS,1143142,IMPRESSORA MULTIFUNCIONAL-JATO DE TINT/HP,8,"R$ 656,00","R$ 0,00",CABEÇA PARA IMPRESSORA MULTIFUNCIONAL,47.2%,2015-07-21 00:00:00,AVALIAR: Similaridade moderada (47.2%) com consumível 'CABEÇA PARA IMPRESSORA MULTIFUNCIONAL...'. Possível reclassificação.
1.01 BRÁS,1144343,ROTEADOR MODULAR C/SOFTWARE IP / CISCO,8,"R$ 13214,28","R$ 0,00",FONTE 2911 P/ROTEADOR CISCO,36.7%,2015-09-14 00:00:00,MANTER: Baixa similaridade (36.7%) com consumível 'FONTE 2911 P/ROTEADOR CISCO...'. Provavelmente corretamente classificado.
1.01 BRÁS,1144344,ROTEADOR MODULAR C/SOFTWARE IP / CISCO,8,"R$ 13214,28","R$ 0,00",FONTE 2911 P/ROTEADOR CISCO,36.7%,2015-09-14 00:00:00,MANTER: Baixa similaridade (36.7%) com consumível 'FONTE 2911 P/ROTEADOR CISCO...'. Provavelmente corretamente classificado.
1.01 BRÁS,675220,SWITCH L2 28 PORTAS UPLINK 1000 BASE T,8,"R$ 1626,00","R$ 0,00",SWITCH C/48 PORTAS NÃO GERENCIÁVEIS,36.4%,2005-05-31 00:00:00,MANTER: Baixa similaridade (36.4%) com consumível 'SWITCH C/48 PORTAS NÃO GERENCIÁVEIS...'. Provavelmente corretamente classificado.
1.01 BRÁS,675920,SWITCH -4228G 24P+2P 10/100/1000 +2P=28P 3C17304A,8,"R$ 1553,00","R$ 0,00",MICROPIPETA DE 100-1000 µl,28.3%,2007-04-05 00:00:00,MANTER: Similaridade muito baixa (28.3%). Mantém como patrimônio.
1.01 BRÁS,700499,SWITCH EMPILHAVEL FAST ETHERNET 24 P,8,"R$ 9012,69","R$ 0,00",MÓDULO ETHERNET SWITCH 24VCC C/ 4 PORTAS,32.8%,2003-04-30 00:00:00,MANTER: Baixa similaridade (32.8%) com consumível 'MÓDULO ETHERNET SWITCH 24VCC C/ 4 PORTAS...'. Provavelmente corretamente classificado.
