Localização,Inventário,Denominação do Imobilizado,Vida,Valor Aquisição,Valor Contábil,Item Consumível Similar,Percentagem de Similaridade (%),Data Incorporação,Justificativa de Reprova
1.01 BRÁS,405372,RECUPERADOR DE OLEO MOD.CT-4,20,"R$ 382,18","R$ 0,00",RETENTOR DE ÓLEO 30 X 40 X 7,35.7%,1980-06-30 00:00:00,MANTER: Baixa similaridade (35.7%) com consumível 'RETENTOR DE ÓLEO 30 X 40 X 7...'. Provavelmente corretamente classificado.
1.01 BRÁS,119702,ESMERIL REBELLO DE BANCADA,35,"R$ 382,18","R$ 0,00",REBOLO P/ESMERILHADORA DE BANCADA GC,32.4%,1961-12-31 00:00:00,MANTER: Baixa similaridade (32.4%) com consumível 'REBOLO P/ESMERILHADORA DE BANCADA GC...'. Provavelmente corretamente classificado.
1.01 BRÁS,125695,ROSQUEADEIRA FURADEIRA BNO 20 VS 32,50,"R$ 382,18","R$ 0,00","ADAPTADOR P/FURADEIRA 5/16""",32.3%,1962-12-31 00:00:00,"MANTER: Baixa similaridade (32.3%) com consumível 'ADAPTADOR P/FURADEIRA 5/16""...'. Provavelmente corretamente classificado."
1.01 BRÁS,146089,PEDESTAL FUNDIDO EM FERRO,35,"R$ 382,18","R$ 0,00",FERRO FUNDIDO FUCO,51.7%,1965-09-30 00:00:00,AVALIAR: Similaridade moderada (51.7%) com consumível 'FERRO FUNDIDO FUCO...'. Possível reclassificação.
1.01 BRÁS,146677,COLUNA FUNDIDA EM FERRO,30,"R$ 382,18","R$ 0,00","ROLDANA DE FERRO 2""",36.5%,1965-10-31 00:00:00,"MANTER: Baixa similaridade (36.5%) com consumível 'ROLDANA DE FERRO 2""...'. Provavelmente corretamente classificado."
1.01 BRÁS,211736,APARELHO P MEDIR DUREZA GALILEO,15,"R$ 382,18","R$ 0,00",ESTOJO PARA MEDIR DUREZA CÁLCICA,47.0%,1970-01-01 00:00:00,AVALIAR: Similaridade moderada (47.0%) com consumível 'ESTOJO PARA MEDIR DUREZA CÁLCICA...'. Possível reclassificação.
1.01 BRÁS,460001,BALANCIM PRENSA,40,"R$ 382,18","R$ 0,00",BALANCIM MANUAL Nº10,42.2%,1985-05-31 00:00:00,AVALIAR: Similaridade moderada (42.2%) com consumível 'BALANCIM MANUAL Nº10...'. Possível reclassificação.
1.01 BRÁS,125738,TESOURA DE ALAVANCA NUBEA 3 R 5,12,"R$ 382,18","R$ 0,00","TESOURA 8""",35.3%,1963-01-31 00:00:00,"MANTER: Baixa similaridade (35.3%) com consumível 'TESOURA 8""...'. Provavelmente corretamente classificado."
1.01 BRÁS,637369,MOTO ESMERIL BANCADA 3600RPM TB150 JOWA,35,"R$ 645,60","R$ 0,00",SUPORTE DE BANCADA PARA MOTOR MOTO,32.3%,1997-10-31 00:00:00,MANTER: Baixa similaridade (32.3%) com consumível 'SUPORTE DE BANCADA PARA MOTOR MOTO...'. Provavelmente corretamente classificado.
1.01 BRÁS,638702,DOBRADEIRA MANUAL IMAG A 1000,30,"R$ 1956,80","R$ 0,00",TALHA MANUAL P/1000 kg,45.6%,1998-02-28 00:00:00,AVALIAR: Similaridade moderada (45.6%) com consumível 'TALHA MANUAL P/1000 kg...'. Possível reclassificação.
1.01 BRÁS,144888,COLUNA FUNDIDA EM FERRO,30,"R$ 382,18","R$ 0,00","ROLDANA DE FERRO 2""",36.5%,1965-08-31 00:00:00,"MANTER: Baixa similaridade (36.5%) com consumível 'ROLDANA DE FERRO 2""...'. Provavelmente corretamente classificado."
1.01 BRÁS,24540,BASE DE COLUNA,20,"R$ 382,18","R$ 0,00",BASE DE FIXAÇÃO PARA COLUNA,67.2%,1954-12-31 00:00:00,RECLASSIFICAR: Alta similaridade (67.2%) com consumível 'BASE DE FIXAÇÃO PARA COLUNA...'. Forte indicação de má classificação.
1.01 BRÁS,502333,PRENSA JUNDIAI MOD.LE 40 M26 N.9777,40,"R$ 382,18","R$ 0,00",PRENSA CABO PG 29,25.5%,1988-12-31 00:00:00,MANTER: Similaridade muito baixa (25.5%). Mantém como patrimônio.
1.01 BRÁS,591726,FORNO DE CAMARA 1200C EDGCON-1P EDG,25,"R$ 1804,29","R$ 0,00",FORNO DE GRAFITE,25.8%,1993-11-30 00:00:00,MANTER: Similaridade muito baixa (25.8%). Mantém como patrimônio.
1.01 BRÁS,216491,PEDESTRAL P OSMERIL SIC 612,30,"R$ 382,18","R$ 0,00",PARAFUSO SIC - 508730,23.4%,1970-01-01 00:00:00,MANTER: Similaridade muito baixa (23.4%). Mantém como patrimônio.
1.01 BRÁS,638713,ESMERILHADEIRA ANGULAR MAKITA 9524NB,8,"R$ 210,54","R$ 0,00",ESMERILHADEIRA ANGULAR PNEUMÁTICA 4 1/2P,50.9%,1998-02-28 00:00:00,AVALIAR: Similaridade moderada (50.9%) com consumível 'ESMERILHADEIRA ANGULAR PNEUMÁTICA 4 1/2P...'. Possível reclassificação.
1.01 BRÁS,638715,ESMERILHADEIRA ANGULAR MAKITA 9027,8,"R$ 435,49","R$ 0,00",ESMERILHADEIRA ANGULAR PNEUMÁTICA 4 1/2P,51.5%,1998-02-28 00:00:00,AVALIAR: Similaridade moderada (51.5%) com consumível 'ESMERILHADEIRA ANGULAR PNEUMÁTICA 4 1/2P...'. Possível reclassificação.
1.01 BRÁS,639508,MAQ SOLDAGEM ER E TIG DPT300 EUTETIC,15,"R$ 7796,86","R$ 0,00",MOTOBOMBA PARA MÁQUINA TIG DPT300,33.0%,1998-03-31 00:00:00,MANTER: Baixa similaridade (33.0%) com consumível 'MOTOBOMBA PARA MÁQUINA TIG DPT300...'. Provavelmente corretamente classificado.
1.01 BRÁS,647045,TESOURA PUNCAO PORT 1300GPM BOSCH,8,"R$ 849,46","R$ 0,00",TESOURA PARA BORDADO,27.5%,1998-11-30 00:00:00,MANTER: Similaridade muito baixa (27.5%). Mantém como patrimônio.
1.01 BRÁS,21532,MESA PARA MEDICAO ZUG,15,"R$ 382,18","R$ 0,00",APALPADOR DE MEDIÇÃO TC50,31.0%,1950-01-01 00:00:00,MANTER: Baixa similaridade (31.0%) com consumível 'APALPADOR DE MEDIÇÃO TC50...'. Provavelmente corretamente classificado.
1.01 BRÁS,312495,MEDIDOR UNIVERSAL DE DUREZA HP-250,12,"R$ 382,18","R$ 0,00",DIODO UNIVERSAL DE 1A,34.7%,1976-09-30 00:00:00,MANTER: Baixa similaridade (34.7%) com consumível 'DIODO UNIVERSAL DE 1A...'. Provavelmente corretamente classificado.
1.01 BRÁS,646967,RUGOSIMETRO PORTATIL-M4PI LITE-MAHR,25,"R$ 4074,89","R$ 0,00",COLORÍMETRO PORTÁTIL P/ÁGUA,29.4%,1998-11-30 00:00:00,MANTER: Similaridade muito baixa (29.4%). Mantém como patrimônio.
1.01 BRÁS,648472,RUGOSIMETRO PORT SUFTEST SJ201 MITUTOYO,25,"R$ 1525,11","R$ 0,00",ESFERA MITUTOYO D20,21.4%,1999-01-31 00:00:00,MANTER: Similaridade muito baixa (21.4%). Mantém como patrimônio.
1.01 BRÁS,648473,RUGOSIMETRO PORT SUFTEST SJ201 MITUTOYO,25,"R$ 1525,11","R$ 0,00",ESFERA MITUTOYO D20,21.4%,1999-01-31 00:00:00,MANTER: Similaridade muito baixa (21.4%). Mantém como patrimônio.
1.01 BRÁS,648474,RUGOSIMETRO PORT SUFTEST SJ201 MITUTOYO,25,"R$ 1525,11","R$ 0,00",ESFERA MITUTOYO D20,21.4%,1999-01-31 00:00:00,MANTER: Similaridade muito baixa (21.4%). Mantém como patrimônio.
1.01 BRÁS,648475,RUGOSIMETRO PORT SUFTEST SJ201 MITUTOYO,25,"R$ 1525,21","R$ 0,00",ESFERA MITUTOYO D20,21.4%,1999-01-31 00:00:00,MANTER: Similaridade muito baixa (21.4%). Mantém como patrimônio.
1.01 BRÁS,164001,APARELHO ENSAIO DUREZA ROCKWELL USA,20,"R$ 382,18","R$ 0,00",SACO PARA ENSAIO DE FIBRA BRUTA,27.3%,1967-01-01 00:00:00,MANTER: Similaridade muito baixa (27.3%). Mantém como patrimônio.
1.01 BRÁS,234446,APARELHO P ENSAIO D EREPUXAGEM METAIS,17,"R$ 382,18","R$ 0,00",PINCEL P/METAIS 3,30.8%,1971-04-30 00:00:00,MANTER: Baixa similaridade (30.8%) com consumível 'PINCEL P/METAIS 3...'. Provavelmente corretamente classificado.
1.01 BRÁS,234976,ESMERILHADEIRA DE SUPERFICIE 5831,8,"R$ 382,18","R$ 0,00","PINO 4 - ESMERILHADEIRA 4.5""",35.1%,1971-01-01 00:00:00,"MANTER: Baixa similaridade (35.1%) com consumível 'PINO 4 - ESMERILHADEIRA 4.5""...'. Provavelmente corretamente classificado."
1.01 BRÁS,238705,MAQ P DETECTAR TRINCAS B 1300,13,"R$ 382,18","R$ 0,00",PLATINADO VW 1300,28.3%,1971-08-31 00:00:00,MANTER: Similaridade muito baixa (28.3%). Mantém como patrimônio.
1.01 BRÁS,258407,PENDULO P ENSAIOS TREBEL T PSW 30,20,"R$ 382,18","R$ 0,00",LÂMPADA P/ENSAIOS METÁLICOS,27.7%,1972-08-31 00:00:00,MANTER: Similaridade muito baixa (27.7%). Mantém como patrimônio.
1.01 BRÁS,447801,AP.INSPECAO P/ULTRA-SOM SONIC MARK I,20,"R$ 382,18","R$ 0,00",CALIBRE INSPEÇÃO VELA IGNIÇÃO,25.4%,1983-05-31 00:00:00,MANTER: Similaridade muito baixa (25.4%). Mantém como patrimônio.
1.01 BRÁS,455750,YOKE Y-5 P/ENSAIO PART. MAGNET. KORCO,20,"R$ 382,18","R$ 0,00",AEROSOL P/ENSAIO DE PARTÍCULA MAGNÉTICA,27.4%,1984-11-30 00:00:00,MANTER: Similaridade muito baixa (27.4%). Mantém como patrimônio.
1.01 BRÁS,466421,VISCOSIMETRO MOD.LVF BROOKFIELD,10,"R$ 382,18","R$ 0,00",VISCOSÍMETRO ZAHN Nº5,31.3%,1986-01-31 00:00:00,MANTER: Baixa similaridade (31.3%) com consumível 'VISCOSÍMETRO ZAHN Nº5...'. Provavelmente corretamente classificado.
1.01 BRÁS,289512,PRENSA CAP. DE 1/8@ A 2@-RIDGID,40,"R$ 382,18","R$ 0,00","PRENSA CABO 1/2""",35.6%,1975-01-01 00:00:00,"MANTER: Baixa similaridade (35.6%) com consumível 'PRENSA CABO 1/2""...'. Provavelmente corretamente classificado."
1.01 BRÁS,312533,BOMBA ROTATIVA HAUPT CTM-40-C 76109845,15,"R$ 382,18","R$ 0,00",PONTA ROTATIVA CM-4,28.5%,1976-12-31 00:00:00,MANTER: Similaridade muito baixa (28.5%). Mantém como patrimônio.
1.01 BRÁS,312534,BOMBA ROTATIVA HAUPT CTM-40-C 76109846,15,"R$ 382,18","R$ 0,00",PONTA ROTATIVA CM-4,28.5%,1976-12-31 00:00:00,MANTER: Similaridade muito baixa (28.5%). Mantém como patrimônio.
1.01 BRÁS,316824,"BOMBAS ETA 50-33/2 C/MOTOR ARNO 7,5HP",15,"R$ 382,18","R$ 0,00",BOMBA D'ÁGUA MOTOR AP,26.6%,1977-03-31 00:00:00,MANTER: Similaridade muito baixa (26.6%). Mantém como patrimônio.
1.01 BRÁS,316825,"BOMBAS ETA 50-33/2 C/MOTOR ARNO 7,5HP",15,"R$ 382,18","R$ 0,00",BOMBA D'ÁGUA MOTOR AP,26.6%,1977-03-31 00:00:00,MANTER: Similaridade muito baixa (26.6%). Mantém como patrimônio.
1.01 BRÁS,346320,PLACA UNIVERSAL 160MM CENTREX,20,"R$ 382,18","R$ 0,00",PLACA UNIVERSAL 160MM 3 CASTANHAS,65.2%,1979-07-31 00:00:00,RECLASSIFICAR: Alta similaridade (65.2%) com consumível 'PLACA UNIVERSAL 160MM 3 CASTANHAS...'. Forte indicação de má classificação.
1.01 BRÁS,323680,BEBEDOURO ELETRICO 110 V ELEGE DF 124/4,10,"R$ 382,18","R$ 0,00",TERMOSTATO BEBEDOURO DE PRESSÃO 110/220V,31.9%,1977-07-31 00:00:00,MANTER: Baixa similaridade (31.9%) com consumível 'TERMOSTATO BEBEDOURO DE PRESSÃO 110/220V...'. Provavelmente corretamente classificado.
1.01 BRÁS,336846,LIXADEIRA CIRCULAR MJ 101 JOSEENSE,8,"R$ 382,18","R$ 0,00","LÂMINA P/SERRA CIRCULAR 14"" 80 DENTES",28.9%,1978-08-31 00:00:00,MANTER: Similaridade muito baixa (28.9%). Mantém como patrimônio.
1.01 BRÁS,510851,TUPIA ELETRICA PORTATIL BOSCH MOD. 3261,8,"R$ 382,18","R$ 0,00",ROTOR P/FURADEIRA BOSCH MOD. 3388,31.8%,1989-05-31 00:00:00,MANTER: Baixa similaridade (31.8%) com consumível 'ROTOR P/FURADEIRA BOSCH MOD. 3388...'. Provavelmente corretamente classificado.
1.01 BRÁS,534221,PLAINA ELETRICA PORTATIL 1900B MAKITA,8,"R$ 382,18","R$ 0,00",PULSEIRA MAGNÉTICA PORTÁTIL,27.8%,1990-12-31 00:00:00,MANTER: Similaridade muito baixa (27.8%). Mantém como patrimônio.
1.01 BRÁS,230815,ASPIRADOR DE PO MOD ASP 450,15,"R$ 382,18","R$ 0,00",ASPIRADOR DE PÓ PORTÁTIL,35.2%,1971-01-01 00:00:00,MANTER: Baixa similaridade (35.2%) com consumível 'ASPIRADOR DE PÓ PORTÁTIL...'. Provavelmente corretamente classificado.
1.01 BRÁS,336862,LIXADEIRA TUBULAR MJ-102 JOSEENSE,8,"R$ 382,18","R$ 0,00",LIXA TUBULAR,30.0%,1978-08-31 00:00:00,MANTER: Baixa similaridade (30.0%) com consumível 'LIXA TUBULAR...'. Provavelmente corretamente classificado.
1.01 BRÁS,575285,MOTO ESMERIL DE BANCADA 3600RPM SCHULZ,20,"R$ 90,54","R$ 0,00",SUPORTE DE BANCADA PARA MOTOR MOTO,35.0%,1992-07-31 00:00:00,MANTER: Baixa similaridade (35.0%) com consumível 'SUPORTE DE BANCADA PARA MOTOR MOTO...'. Provavelmente corretamente classificado.
1.01 BRÁS,586065,SERRA ELETR CIRC PORTATIL MARCA MAKITA,8,"R$ 204,05","R$ 0,00",ROTULADOR ELETR. PORTÁTIL C/PACK 3 FITAS,34.3%,1993-08-31 00:00:00,MANTER: Baixa similaridade (34.3%) com consumível 'ROTULADOR ELETR. PORTÁTIL C/PACK 3 FITAS...'. Provavelmente corretamente classificado.
1.01 BRÁS,586066,FURADEIRA ELETRICA PORTATIL MARCA MAKITA,8,"R$ 59,45","R$ 0,00",ROTULADOR ELETRONICO PORTATIL - 12MM,28.2%,1993-08-31 00:00:00,MANTER: Similaridade muito baixa (28.2%). Mantém como patrimônio.
1.01 BRÁS,111719,BASE PARA ESMERIL,20,"R$ 382,18","R$ 0,00",BASE P/PERFUME,40.8%,1960-12-31 00:00:00,AVALIAR: Similaridade moderada (40.8%) com consumível 'BASE P/PERFUME...'. Possível reclassificação.
1.01 BRÁS,216085,ESMERIL BANCADA REBELLO MOD EB 3 4 4234,35,"R$ 382,18","R$ 0,00",LUMINÁRIA DE BANCADA REGULÁVEL E-27,26.2%,1970-01-01 00:00:00,MANTER: Similaridade muito baixa (26.2%). Mantém como patrimônio.
1.01 BRÁS,23440,TALHA ELETRICA YALE,50,"R$ 382,18","R$ 0,00",TRAVA ELÉTRICA,39.3%,1954-01-01 00:00:00,MANTER: Baixa similaridade (39.3%) com consumível 'TRAVA ELÉTRICA...'. Provavelmente corretamente classificado.
1.01 BRÁS,646979,RUGOSIMETRO PORTATIL-M4PI LITE-MAHR,25,"R$ 4074,97","R$ 0,00",COLORÍMETRO PORTÁTIL P/ÁGUA,29.4%,1998-11-30 00:00:00,MANTER: Similaridade muito baixa (29.4%). Mantém como patrimônio.
1.01 BRÁS,111721,BASE PARA ESMERIL,20,"R$ 382,18","R$ 0,00",BASE P/PERFUME,40.8%,1960-12-31 00:00:00,AVALIAR: Similaridade moderada (40.8%) com consumível 'BASE P/PERFUME...'. Possível reclassificação.
1.01 BRÁS,648468,RUGOSIMETRO PORT SUFTEST SJ201 MITUTOYO,25,"R$ 1525,11","R$ 0,00",ESFERA MITUTOYO D20,21.4%,1999-01-31 00:00:00,MANTER: Similaridade muito baixa (21.4%). Mantém como patrimônio.
1.01 BRÁS,24544,BASE DE COLUNA,20,"R$ 382,18","R$ 0,00",BASE DE FIXAÇÃO PARA COLUNA,67.2%,1954-12-31 00:00:00,RECLASSIFICAR: Alta similaridade (67.2%) com consumível 'BASE DE FIXAÇÃO PARA COLUNA...'. Forte indicação de má classificação.
1.01 BRÁS,568310,FURADEIRA DE COLUNA KM-32 MARCA KONE,20,"R$ 1051,68","R$ 0,00",KIT ADESIVOS FURADEIRA KONE,36.7%,1992-03-31 00:00:00,MANTER: Baixa similaridade (36.7%) com consumível 'KIT ADESIVOS FURADEIRA KONE...'. Provavelmente corretamente classificado.
1.01 BRÁS,437324,SERRA FITA VERTICAL AR-220 ATRAM,50,"R$ 382,18","R$ 0,00",LÂMINA DE SERRA FITA VERTICAL 30M 10X24W,44.6%,1982-07-31 00:00:00,AVALIAR: Similaridade moderada (44.6%) com consumível 'LÂMINA DE SERRA FITA VERTICAL 30M 10X24W...'. Possível reclassificação.
1.01 BRÁS,205394,JG ACESSO P BLOCO PADRAO M CEJ M42,10,"R$ 382,18","R$ 0,00",BLOCO PADRÃO P/HOTEND,39.7%,1970-02-28 00:00:00,MANTER: Baixa similaridade (39.7%) com consumível 'BLOCO PADRÃO P/HOTEND...'. Provavelmente corretamente classificado.
1.01 BRÁS,450136,"PLACA MAGNETICA 304,8X152,4 ERIEZ",16,"R$ 382,18","R$ 0,00",PLACA MAGNÉTICA PARA LENTE,42.7%,1983-09-30 00:00:00,AVALIAR: Similaridade moderada (42.7%) com consumível 'PLACA MAGNÉTICA PARA LENTE...'. Possível reclassificação.
1.01 BRÁS,114129,PROJETOR DE PERFIS SHANDOWGRAF,25,"R$ 382,18","R$ 0,00",PROJETOR HOLOGRÁFICO RGB,30.7%,1961-05-31 00:00:00,MANTER: Baixa similaridade (30.7%) com consumível 'PROJETOR HOLOGRÁFICO RGB...'. Provavelmente corretamente classificado.
1.01 BRÁS,648471,RUGOSIMETRO PORT SUFTEST SJ201 MITUTOYO,25,"R$ 1525,11","R$ 0,00",ESFERA MITUTOYO D20,21.4%,1999-01-31 00:00:00,MANTER: Similaridade muito baixa (21.4%). Mantém como patrimônio.
1.01 BRÁS,335562,LEITOR DE MICROFILME ABR-1020,10,"R$ 382,18","R$ 0,00",LEITOR DE CARTÃO CF,31.5%,1982-05-31 00:00:00,MANTER: Baixa similaridade (31.5%) com consumível 'LEITOR DE CARTÃO CF...'. Provavelmente corretamente classificado.
1.01 BRÁS,534611,SUPORTE REG TIPO MACACO SR 100 ST PEMEM,15,"R$ 382,18","R$ 0,00",SUPORTE 90° TIPO MF,39.1%,1990-12-31 00:00:00,MANTER: Baixa similaridade (39.1%) com consumível 'SUPORTE 90° TIPO MF...'. Provavelmente corretamente classificado.
1.01 BRÁS,534612,SUPORTE REG TIPO MACACO SR 100 ST PEMEM,15,"R$ 382,18","R$ 0,00",SUPORTE 90° TIPO MF,39.1%,1990-12-31 00:00:00,MANTER: Baixa similaridade (39.1%) com consumível 'SUPORTE 90° TIPO MF...'. Provavelmente corretamente classificado.
1.01 BRÁS,534613,SUPORTE REG TIPO MACACO SR 100 ST PEMEM,15,"R$ 382,18","R$ 0,00",SUPORTE 90° TIPO MF,39.1%,1990-12-31 00:00:00,MANTER: Baixa similaridade (39.1%) com consumível 'SUPORTE 90° TIPO MF...'. Provavelmente corretamente classificado.
1.01 BRÁS,534616,SUPORTE REG TIPO MACACO SR 100 ST PEMEM,15,"R$ 382,18","R$ 0,00",SUPORTE 90° TIPO MF,39.1%,1990-12-31 00:00:00,MANTER: Baixa similaridade (39.1%) com consumível 'SUPORTE 90° TIPO MF...'. Provavelmente corretamente classificado.
1.01 BRÁS,534618,SUPORTE REG TIPO MACACO SR 100 ST PEMEM,15,"R$ 382,18","R$ 0,00",SUPORTE 90° TIPO MF,39.1%,1990-12-31 00:00:00,MANTER: Baixa similaridade (39.1%) com consumível 'SUPORTE 90° TIPO MF...'. Provavelmente corretamente classificado.
1.01 BRÁS,534619,SUPORTE REG TIPO MACACO SR 100 ST PEMEM,15,"R$ 382,18","R$ 0,00",SUPORTE 90° TIPO MF,39.1%,1990-12-31 00:00:00,MANTER: Baixa similaridade (39.1%) com consumível 'SUPORTE 90° TIPO MF...'. Provavelmente corretamente classificado.
