Localização,Inventário,Denominação do Imobilizado,Vida,Valor Aquisição,Valor Contábil,Item Consumível Similar,Percentagem de Similaridade (%),Data Incorporação,Justificativa de Reprova
1.01 BRÁS,583866,BANDEJA ESTUFA 190X80X65MM PERLIMA,15,"R$ 0,72","R$ 0,00",BANDEJA PLÁSTICA 20X30X6CM - 2.5L,30.1%,1993-05-31 00:00:00,MANTER: Baixa similaridade (30.1%) com consumível 'BANDEJA PLÁSTICA 20X30X6CM - 2.5L...'. Provavelmente corretamente classificado.
1.01 BRÁS,583867,BANDEJA ESTUFA 190X80X65MM PERLIMA,15,"R$ 0,72","R$ 0,00",BANDEJA PLÁSTICA 20X30X6CM - 2.5L,30.1%,1993-05-31 00:00:00,MANTER: Baixa similaridade (30.1%) com consumível 'BANDEJA PLÁSTICA 20X30X6CM - 2.5L...'. Provavelmente corretamente classificado.
1.01 BRÁS,583868,BANDEJA ESTUFA 190X80X65MM PERLIMA,15,"R$ 0,72","R$ 0,00",BANDEJA PLÁSTICA 20X30X6CM - 2.5L,30.1%,1993-05-31 00:00:00,MANTER: Baixa similaridade (30.1%) com consumível 'BANDEJA PLÁSTICA 20X30X6CM - 2.5L...'. Provavelmente corretamente classificado.
1.01 BRÁS,583869,BANDEJA ESTUFA 190X80X65MM PERLIMA,15,"R$ 0,72","R$ 0,00",BANDEJA PLÁSTICA 20X30X6CM - 2.5L,30.1%,1993-05-31 00:00:00,MANTER: Baixa similaridade (30.1%) com consumível 'BANDEJA PLÁSTICA 20X30X6CM - 2.5L...'. Provavelmente corretamente classificado.
1.01 BRÁS,583870,BANDEJA ESTUFA 190X80X65MM PERLIMA,15,"R$ 0,72","R$ 0,00",BANDEJA PLÁSTICA 20X30X6CM - 2.5L,30.1%,1993-05-31 00:00:00,MANTER: Baixa similaridade (30.1%) com consumível 'BANDEJA PLÁSTICA 20X30X6CM - 2.5L...'. Provavelmente corretamente classificado.
1.01 BRÁS,583871,BANDEJA ESTUFA 190X80X65MM PERLIMA,15,"R$ 0,72","R$ 0,00",BANDEJA PLÁSTICA 20X30X6CM - 2.5L,30.1%,1993-05-31 00:00:00,MANTER: Baixa similaridade (30.1%) com consumível 'BANDEJA PLÁSTICA 20X30X6CM - 2.5L...'. Provavelmente corretamente classificado.
1.01 BRÁS,583872,BANDEJA ESTUFA 190X80X65MM PERLIMA,15,"R$ 0,72","R$ 0,00",BANDEJA PLÁSTICA 20X30X6CM - 2.5L,30.1%,1993-05-31 00:00:00,MANTER: Baixa similaridade (30.1%) com consumível 'BANDEJA PLÁSTICA 20X30X6CM - 2.5L...'. Provavelmente corretamente classificado.
1.01 BRÁS,583873,BANDEJA ESTUFA 190X80X65MM PERLIMA,15,"R$ 0,72","R$ 0,00",BANDEJA PLÁSTICA 20X30X6CM - 2.5L,30.1%,1993-05-31 00:00:00,MANTER: Baixa similaridade (30.1%) com consumível 'BANDEJA PLÁSTICA 20X30X6CM - 2.5L...'. Provavelmente corretamente classificado.
1.01 BRÁS,583874,BANDEJA ESTUFA 190X80X65MM PERLIMA,15,"R$ 0,72","R$ 0,00",BANDEJA PLÁSTICA 20X30X6CM - 2.5L,30.1%,1993-05-31 00:00:00,MANTER: Baixa similaridade (30.1%) com consumível 'BANDEJA PLÁSTICA 20X30X6CM - 2.5L...'. Provavelmente corretamente classificado.
1.01 BRÁS,583875,BANDEJA ESTUFA 190X80X65MM PERLIMA,15,"R$ 0,72","R$ 0,00",BANDEJA PLÁSTICA 20X30X6CM - 2.5L,30.1%,1993-05-31 00:00:00,MANTER: Baixa similaridade (30.1%) com consumível 'BANDEJA PLÁSTICA 20X30X6CM - 2.5L...'. Provavelmente corretamente classificado.
1.01 BRÁS,583876,BANDEJA ESTUFA 190X80X65MM PERLIMA,15,"R$ 0,72","R$ 0,00",BANDEJA PLÁSTICA 20X30X6CM - 2.5L,30.1%,1993-05-31 00:00:00,MANTER: Baixa similaridade (30.1%) com consumível 'BANDEJA PLÁSTICA 20X30X6CM - 2.5L...'. Provavelmente corretamente classificado.
1.01 BRÁS,583877,BANDEJA ESTUFA 190X80X65MM PERLIMA,15,"R$ 0,72","R$ 0,00",BANDEJA PLÁSTICA 20X30X6CM - 2.5L,30.1%,1993-05-31 00:00:00,MANTER: Baixa similaridade (30.1%) com consumível 'BANDEJA PLÁSTICA 20X30X6CM - 2.5L...'. Provavelmente corretamente classificado.
1.01 BRÁS,583878,BANDEJA ESTUFA 190X80X65MM PERLIMA,15,"R$ 0,72","R$ 0,00",BANDEJA PLÁSTICA 20X30X6CM - 2.5L,30.1%,1993-05-31 00:00:00,MANTER: Baixa similaridade (30.1%) com consumível 'BANDEJA PLÁSTICA 20X30X6CM - 2.5L...'. Provavelmente corretamente classificado.
1.01 BRÁS,583879,BANDEJA ESTUFA 190X80X65MM PERLIMA,15,"R$ 0,72","R$ 0,00",BANDEJA PLÁSTICA 20X30X6CM - 2.5L,30.1%,1993-05-31 00:00:00,MANTER: Baixa similaridade (30.1%) com consumível 'BANDEJA PLÁSTICA 20X30X6CM - 2.5L...'. Provavelmente corretamente classificado.
1.01 BRÁS,583880,BANDEJA ESTUFA 190X80X65MM PERLIMA,15,"R$ 0,72","R$ 0,00",BANDEJA PLÁSTICA 20X30X6CM - 2.5L,30.1%,1993-05-31 00:00:00,MANTER: Baixa similaridade (30.1%) com consumível 'BANDEJA PLÁSTICA 20X30X6CM - 2.5L...'. Provavelmente corretamente classificado.
1.01 BRÁS,583881,BANDEJA ESTUFA 190X80X65MM PERLIMA,15,"R$ 0,72","R$ 0,00",BANDEJA PLÁSTICA 20X30X6CM - 2.5L,30.1%,1993-05-31 00:00:00,MANTER: Baixa similaridade (30.1%) com consumível 'BANDEJA PLÁSTICA 20X30X6CM - 2.5L...'. Provavelmente corretamente classificado.
1.01 BRÁS,583882,BANDEJA ESTUFA 190X80X65MM PERLIMA,15,"R$ 0,72","R$ 0,00",BANDEJA PLÁSTICA 20X30X6CM - 2.5L,30.1%,1993-05-31 00:00:00,MANTER: Baixa similaridade (30.1%) com consumível 'BANDEJA PLÁSTICA 20X30X6CM - 2.5L...'. Provavelmente corretamente classificado.
1.01 BRÁS,583883,BANDEJA ESTUFA 190X80X65MM PERLIMA,15,"R$ 0,72","R$ 0,00",BANDEJA PLÁSTICA 20X30X6CM - 2.5L,30.1%,1993-05-31 00:00:00,MANTER: Baixa similaridade (30.1%) com consumível 'BANDEJA PLÁSTICA 20X30X6CM - 2.5L...'. Provavelmente corretamente classificado.
1.01 BRÁS,583884,BANDEJA ESTUFA 190X80X65MM PERLIMA,15,"R$ 0,72","R$ 0,00",BANDEJA PLÁSTICA 20X30X6CM - 2.5L,30.1%,1993-05-31 00:00:00,MANTER: Baixa similaridade (30.1%) com consumível 'BANDEJA PLÁSTICA 20X30X6CM - 2.5L...'. Provavelmente corretamente classificado.
1.01 BRÁS,583885,BANDEJA ESTUFA 190X80X65MM PERLIMA,15,"R$ 0,72","R$ 0,00",BANDEJA PLÁSTICA 20X30X6CM - 2.5L,30.1%,1993-05-31 00:00:00,MANTER: Baixa similaridade (30.1%) com consumível 'BANDEJA PLÁSTICA 20X30X6CM - 2.5L...'. Provavelmente corretamente classificado.
1.01 BRÁS,583886,BANDEJA ESTUFA 190X80X65MM PERLIMA,15,"R$ 0,72","R$ 0,00",BANDEJA PLÁSTICA 20X30X6CM - 2.5L,30.1%,1993-05-31 00:00:00,MANTER: Baixa similaridade (30.1%) com consumível 'BANDEJA PLÁSTICA 20X30X6CM - 2.5L...'. Provavelmente corretamente classificado.
1.01 BRÁS,583887,BANDEJA ESTUFA 190X80X65MM PERLIMA,15,"R$ 0,72","R$ 0,00",BANDEJA PLÁSTICA 20X30X6CM - 2.5L,30.1%,1993-05-31 00:00:00,MANTER: Baixa similaridade (30.1%) com consumível 'BANDEJA PLÁSTICA 20X30X6CM - 2.5L...'. Provavelmente corretamente classificado.
1.01 BRÁS,583888,BANDEJA ESTUFA 190X80X65MM PERLIMA,15,"R$ 0,72","R$ 0,00",BANDEJA PLÁSTICA 20X30X6CM - 2.5L,30.1%,1993-05-31 00:00:00,MANTER: Baixa similaridade (30.1%) com consumível 'BANDEJA PLÁSTICA 20X30X6CM - 2.5L...'. Provavelmente corretamente classificado.
1.01 BRÁS,583889,BANDEJA ESTUFA 190X80X65MM PERLIMA,15,"R$ 0,72","R$ 0,00",BANDEJA PLÁSTICA 20X30X6CM - 2.5L,30.1%,1993-05-31 00:00:00,MANTER: Baixa similaridade (30.1%) com consumível 'BANDEJA PLÁSTICA 20X30X6CM - 2.5L...'. Provavelmente corretamente classificado.
1.01 BRÁS,583890,BANDEJA ESTUFA 190X80X65MM PERLIMA,15,"R$ 0,72","R$ 0,00",BANDEJA PLÁSTICA 20X30X6CM - 2.5L,30.1%,1993-05-31 00:00:00,MANTER: Baixa similaridade (30.1%) com consumível 'BANDEJA PLÁSTICA 20X30X6CM - 2.5L...'. Provavelmente corretamente classificado.
1.01 BRÁS,583891,BANDEJA ESTUFA 190X80X65MM PERLIMA,15,"R$ 0,72","R$ 0,00",BANDEJA PLÁSTICA 20X30X6CM - 2.5L,30.1%,1993-05-31 00:00:00,MANTER: Baixa similaridade (30.1%) com consumível 'BANDEJA PLÁSTICA 20X30X6CM - 2.5L...'. Provavelmente corretamente classificado.
1.01 BRÁS,583892,BANDEJA ESTUFA 190X80X65MM PERLIMA,15,"R$ 0,72","R$ 0,00",BANDEJA PLÁSTICA 20X30X6CM - 2.5L,30.1%,1993-05-31 00:00:00,MANTER: Baixa similaridade (30.1%) com consumível 'BANDEJA PLÁSTICA 20X30X6CM - 2.5L...'. Provavelmente corretamente classificado.
1.01 BRÁS,583893,BANDEJA ESTUFA 190X80X65MM PERLIMA,15,"R$ 0,72","R$ 0,00",BANDEJA PLÁSTICA 20X30X6CM - 2.5L,30.1%,1993-05-31 00:00:00,MANTER: Baixa similaridade (30.1%) com consumível 'BANDEJA PLÁSTICA 20X30X6CM - 2.5L...'. Provavelmente corretamente classificado.
1.01 BRÁS,583894,BANDEJA ESTUFA 190X80X65MM PERLIMA,15,"R$ 0,72","R$ 0,00",BANDEJA PLÁSTICA 20X30X6CM - 2.5L,30.1%,1993-05-31 00:00:00,MANTER: Baixa similaridade (30.1%) com consumível 'BANDEJA PLÁSTICA 20X30X6CM - 2.5L...'. Provavelmente corretamente classificado.
1.01 BRÁS,583895,BANDEJA ESTUFA 190X80X65MM PERLIMA,15,"R$ 0,72","R$ 0,00",BANDEJA PLÁSTICA 20X30X6CM - 2.5L,30.1%,1993-05-31 00:00:00,MANTER: Baixa similaridade (30.1%) com consumível 'BANDEJA PLÁSTICA 20X30X6CM - 2.5L...'. Provavelmente corretamente classificado.
1.01 BRÁS,13019,QUADRO COM VIDRO,20,"R$ 182,18","R$ 0,00",QUADRO DE VIDRO TEMPERADO 6X1200X1500MM,49.2%,1955-01-01 00:00:00,AVALIAR: Similaridade moderada (49.2%) com consumível 'QUADRO DE VIDRO TEMPERADO 6X1200X1500MM...'. Possível reclassificação.
1.01 BRÁS,505116,FURADOR P/PAPEL CONDOR 117,15,"R$ 182,18","R$ 0,00",FURADOR DE PAPEL,55.0%,1989-03-31 00:00:00,AVALIAR: Similaridade moderada (55.0%) com consumível 'FURADOR DE PAPEL...'. Possível reclassificação.
1.01 BRÁS,353508,RELOGIO DE PAREDE KIENZLE QUARTZ,10,"R$ 182,18","R$ 0,00",RELÓGIO DE PAREDE DIGITAL,49.1%,1990-06-30 00:00:00,AVALIAR: Similaridade moderada (49.1%) com consumível 'RELÓGIO DE PAREDE DIGITAL...'. Possível reclassificação.
1.02 VILA ALPINA,533690,PERFURADOR DE PAPEL CONDOR 117,15,"R$ 182,18","R$ 0,00",PERFURADOR P/PAPEL,56.2%,1990-12-31 00:00:00,AVALIAR: Similaridade moderada (56.2%) com consumível 'PERFURADOR P/PAPEL...'. Possível reclassificação.
1.02 VILA ALPINA,257632,CUBA ESMALTADA RETANGULAR,10,"R$ 182,18","R$ 0,00",CUBA 1/1 GN 40mm ESMALTADA,51.5%,1972-10-31 00:00:00,AVALIAR: Similaridade moderada (51.5%) com consumível 'CUBA 1/1 GN 40mm ESMALTADA...'. Possível reclassificação.
1.02 VILA ALPINA,257624,ESCADINHA DE FERRO,10,"R$ 182,18","R$ 0,00",ESQUADRIA DE FERRO,48.3%,1972-10-31 00:00:00,AVALIAR: Similaridade moderada (48.3%) com consumível 'ESQUADRIA DE FERRO...'. Possível reclassificação.
1.02 VILA ALPINA,794471,ESCADA DUP.T.TESOUR. C/ PLAT.COGUMELO TF6,15,"R$ 414,90","R$ 0,00",ESCADA (USAR O CÓDIGO 7004934),23.0%,2007-10-02 00:00:00,MANTER: Similaridade muito baixa (23.0%). Mantém como patrimônio.
1.02 VILA ALPINA,794472,ESCADA DUP.T.TESOUR. C/ PLAT.COGUMELO TF6,15,"R$ 414,90","R$ 0,00",ESCADA (USAR O CÓDIGO 7004934),23.0%,2007-10-02 00:00:00,MANTER: Similaridade muito baixa (23.0%). Mantém como patrimônio.
1.02 VILA ALPINA,794473,ESCADA DUP.T.TESOUR. C/ PLAT.COGUMELO TF6,15,"R$ 414,90","R$ 0,00",ESCADA (USAR O CÓDIGO 7004934),23.0%,2007-10-02 00:00:00,MANTER: Similaridade muito baixa (23.0%). Mantém como patrimônio.
1.02 VILA ALPINA,794474,ESCADA DUP.T.TESOUR. C/ PLAT.COGUMELO TF6,15,"R$ 414,90","R$ 0,00",ESCADA (USAR O CÓDIGO 7004934),23.0%,2007-10-02 00:00:00,MANTER: Similaridade muito baixa (23.0%). Mantém como patrimônio.
1.02 VILA ALPINA,794475,ESCADA DUP.T.TESOUR. C/ PLAT.COGUMELO TF6,15,"R$ 414,90","R$ 0,00",ESCADA (USAR O CÓDIGO 7004934),23.0%,2007-10-02 00:00:00,MANTER: Similaridade muito baixa (23.0%). Mantém como patrimônio.
1.02 VILA ALPINA,794476,ESCADA DUP.T.TESOUR. C/ PLAT.COGUMELO TF6,15,"R$ 414,90","R$ 0,00",ESCADA (USAR O CÓDIGO 7004934),23.0%,2007-10-02 00:00:00,MANTER: Similaridade muito baixa (23.0%). Mantém como patrimônio.
1.02 VILA ALPINA,794477,ESCADA DUP.T.TESOUR. C/ PLAT.COGUMELO TF6,15,"R$ 414,90","R$ 0,00",ESCADA (USAR O CÓDIGO 7004934),23.0%,2007-10-02 00:00:00,MANTER: Similaridade muito baixa (23.0%). Mantém como patrimônio.
1.02 VILA ALPINA,794478,ESCADA DUP.T.TESOUR. C/ PLAT.COGUMELO TF6,15,"R$ 414,90","R$ 0,00",ESCADA (USAR O CÓDIGO 7004934),23.0%,2007-10-02 00:00:00,MANTER: Similaridade muito baixa (23.0%). Mantém como patrimônio.
1.02 VILA ALPINA,632397,"QUADRO BRANCO MAGNET.2,00X1,00M DIDATICA",20,"R$ 389,89","R$ 0,00",QUADRO BRANCO 80X60cm,37.7%,1997-05-31 00:00:00,MANTER: Baixa similaridade (37.7%) com consumível 'QUADRO BRANCO 80X60cm...'. Provavelmente corretamente classificado.
1.02 VILA ALPINA,794463,ESCADA DUP.T.TESOUR. C/ PLAT.COGUMELO TF6,15,"R$ 414,90","R$ 0,00",ESCADA (USAR O CÓDIGO 7004934),23.0%,2007-10-02 00:00:00,MANTER: Similaridade muito baixa (23.0%). Mantém como patrimônio.
1.02 VILA ALPINA,794464,ESCADA DUP.T.TESOUR. C/ PLAT.COGUMELO TF6,15,"R$ 414,90","R$ 0,00",ESCADA (USAR O CÓDIGO 7004934),23.0%,2007-10-02 00:00:00,MANTER: Similaridade muito baixa (23.0%). Mantém como patrimônio.
1.02 VILA ALPINA,794465,ESCADA DUP.T.TESOUR. C/ PLAT.COGUMELO TF6,15,"R$ 414,90","R$ 0,00",ESCADA (USAR O CÓDIGO 7004934),23.0%,2007-10-02 00:00:00,MANTER: Similaridade muito baixa (23.0%). Mantém como patrimônio.
1.02 VILA ALPINA,794466,ESCADA DUP.T.TESOUR. C/ PLAT.COGUMELO TF6,15,"R$ 414,90","R$ 0,00",ESCADA (USAR O CÓDIGO 7004934),23.0%,2007-10-02 00:00:00,MANTER: Similaridade muito baixa (23.0%). Mantém como patrimônio.
1.02 VILA ALPINA,794467,ESCADA DUP.T.TESOUR. C/ PLAT.COGUMELO TF6,15,"R$ 414,90","R$ 0,00",ESCADA (USAR O CÓDIGO 7004934),23.0%,2007-10-02 00:00:00,MANTER: Similaridade muito baixa (23.0%). Mantém como patrimônio.
1.02 VILA ALPINA,794468,ESCADA DUP.T.TESOUR. C/ PLAT.COGUMELO TF6,15,"R$ 414,90","R$ 0,00",ESCADA (USAR O CÓDIGO 7004934),23.0%,2007-10-02 00:00:00,MANTER: Similaridade muito baixa (23.0%). Mantém como patrimônio.
1.02 VILA ALPINA,794469,ESCADA DUP.T.TESOUR. C/ PLAT.COGUMELO TF6,15,"R$ 414,90","R$ 0,00",ESCADA (USAR O CÓDIGO 7004934),23.0%,2007-10-02 00:00:00,MANTER: Similaridade muito baixa (23.0%). Mantém como patrimônio.
1.02 VILA ALPINA,794470,ESCADA DUP.T.TESOUR. C/ PLAT.COGUMELO TF6,15,"R$ 414,90","R$ 0,00",ESCADA (USAR O CÓDIGO 7004934),23.0%,2007-10-02 00:00:00,MANTER: Similaridade muito baixa (23.0%). Mantém como patrimônio.
1.03 MOOCA,605557,GRAMPEADOR DE PAPEL 266 CARBEX,15,"R$ 123,73","R$ 0,00",GRAMPEADOR DE PAPEL CARBEX RET,68.0%,1994-08-31 00:00:00,RECLASSIFICAR: Alta similaridade (68.0%) com consumível 'GRAMPEADOR DE PAPEL CARBEX RET...'. Forte indicação de má classificação.
1.03 MOOCA,183484,PERFURADOR PARA PAPEIS CONDOR,15,"R$ 182,18","R$ 0,00",PERFURADOR PARA PAPEIS,72.5%,1968-11-30 00:00:00,RECLASSIFICAR: Alta similaridade (72.5%) com consumível 'PERFURADOR PARA PAPEIS...'. Forte indicação de má classificação.
1.03 MOOCA,590734,PORTA MOCHILA DE ACO FIEL,20,"R$ 347,66","R$ 0,00",PORTA DE PAV AÇO INOX,41.6%,1993-10-31 00:00:00,AVALIAR: Similaridade moderada (41.6%) com consumível 'PORTA DE PAV AÇO INOX...'. Possível reclassificação.
1.03 MOOCA,191944,FURADOR P PAPEL CONDOR 117,15,"R$ 182,18","R$ 0,00",FURADOR DE PAPEL,55.0%,1969-04-30 00:00:00,AVALIAR: Similaridade moderada (55.0%) com consumível 'FURADOR DE PAPEL...'. Possível reclassificação.
1.03 MOOCA,590732,PORTA MOCHILA DE ACO FIEL,20,"R$ 347,66","R$ 0,00",PORTA DE PAV AÇO INOX,41.6%,1993-10-31 00:00:00,AVALIAR: Similaridade moderada (41.6%) com consumível 'PORTA DE PAV AÇO INOX...'. Possível reclassificação.
1.03 MOOCA,339518,FURADOR DE PAPEIS CONDOR,15,"R$ 182,18","R$ 0,00",FURADOR DE PAPEL,40.0%,1978-12-31 00:00:00,MANTER: Baixa similaridade (40.0%) com consumível 'FURADOR DE PAPEL...'. Provavelmente corretamente classificado.
1.03 MOOCA,747604,GRAMPEADOR METALICO PARA PAPEL 150 F,15,"R$ 112,46","R$ 0,00",GRAMPEADOR METALICO PARA PAPEL,79.8%,2006-03-31 00:00:00,RECLASSIFICAR: Alta similaridade (79.8%) com consumível 'GRAMPEADOR METALICO PARA PAPEL...'. Forte indicação de má classificação.
1.03 MOOCA,436823,FURADOR PAPEL CONDOR 117,15,"R$ 182,18","R$ 0,00",FURADOR DE PAPEL,54.5%,1982-06-30 00:00:00,AVALIAR: Similaridade moderada (54.5%) com consumível 'FURADOR DE PAPEL...'. Possível reclassificação.
1.03 MOOCA,679179,FOGÃO BEGE,15,"R$ 210,01","R$ 0,00",FORRO SUADOR BEGE,37.5%,2002-03-31 00:00:00,MANTER: Baixa similaridade (37.5%) com consumível 'FORRO SUADOR BEGE...'. Provavelmente corretamente classificado.
1.05 BARRA FUNDA,600892,CARRINHO 3 PRATELEIRAS LATERAL MONARCHA,30,"R$ 885,56","R$ 0,00",CARRINHO DE MÃO,28.4%,1998-03-31 00:00:00,MANTER: Similaridade muito baixa (28.4%). Mantém como patrimônio.
1.05 BARRA FUNDA,600889,CARRINHO 3 PRATELEIRAS LATERAL MONARCHA,30,"R$ 885,56","R$ 0,00",CARRINHO DE MÃO,28.4%,1998-03-31 00:00:00,MANTER: Similaridade muito baixa (28.4%). Mantém como patrimônio.
